t_index,tf-idf
24,0.002
66,0.001
74,0.001
101,0.001
114,0.001
196,0.003
196,0.003
212,0.002
251,0.003
315,0.004
315,0.004
337,0.002
337,0.002
337,0.002
337,0.002
337,0.002
476,0.002
488,0.001
497,0.004
497,0.004
497,0.004
554,0.003
611,0.005
611,0.005
611,0.005
638,0.002
639,0.003
723,0.003
735,0.001
759,0.001
791,0.003
801,0.002
836,0.001
877,0.001
903,0.001
917,0.002
928,0.001
932,0.002
932,0.002
947,0.001
1003,0.003
1008,0.003
1009,0.002
1044,0.003
1044,0.003
1053,0.006
1053,0.006
1053,0.006
1053,0.006
1065,0.003
1089,0.002
1095,0.002
1169,0.002
1215,0.002
1240,0.003
1296,0.001
1308,0.003
1374,0.003
1389,0.003
1453,0.001
1468,0.003
1474,0.003
1507,0.004
1507,0.004
1529,0.002
1529,0.002
1540,0.009
1540,0.009
1540,0.009
1540,0.009
1540,0.009
1540,0.009
1540,0.009
1540,0.009
1541,0.002
1573,0.003
1573,0.003
1599,0.001
1605,0.005
1605,0.005
1607,0.003
1625,0.002
1709,0.003
1713,0.006
1713,0.006
1713,0.006
1713,0.006
1714,0.003
1717,0.002
1750,0.002
1774,0.004
1774,0.004
1780,0.002
1784,0.002
1801,0.002
1801,0.002
1945,0.007
1945,0.007
1945,0.007
1945,0.007
1945,0.007
1945,0.007
1945,0.007
1945,0.007
1945,0.007
1945,0.007
1982,0.002
2064,0.002
2084,0.002
2086,0.01
2086,0.01
2086,0.01
2086,0.01
2086,0.01
2086,0.01
2086,0.01
2088,0.002
2143,0.002
2180,0.002
2180,0.002
2182,0.002
2186,0.003
2189,0.002
2193,0.003
2201,0.003
2210,0.004
2210,0.004
2220,0.003
2244,0.002
2247,0.005
2247,0.005
2247,0.005
2264,0.002
2264,0.002
2312,0.002
2324,0.009
2324,0.009
2324,0.009
2324,0.009
2334,0.003
2352,0.003
2358,0.001
2379,0.006
2379,0.006
2398,0.002
2404,0.001
2553,0.004
2553,0.004
2583,0.002
2601,0.002
2607,0.002
2619,0.003
2641,0.001
2686,0.003
2686,0.003
2686,0.003
2715,0.004
2715,0.004
2742,0.018
2742,0.018
2742,0.018
2742,0.018
2742,0.018
2742,0.018
2742,0.018
2742,0.018
2742,0.018
2742,0.018
2742,0.018
2742,0.018
2742,0.018
2742,0.018
2742,0.018
2742,0.018
2742,0.018
2742,0.018
2742,0.018
2766,0.001
2807,0.002
2807,0.002
2847,0.003
2865,0.003
2866,0.003
2870,0.002
2880,0.001
2885,0.001
2936,0.002
3046,0.003
3082,0.002
3091,0.003
3103,0.002
3106,0.002
3118,0.002
3154,0.002
3167,0.002
3253,0.001
3263,0.002
3266,0.006
3266,0.006
3266,0.006
3284,0.001
3291,0.002
3306,0.002
3307,0.003
3312,0.001
3314,0.003
3314,0.003
3314,0.003
3324,0.001
3326,0.002
3329,0.002
3343,0.006
3343,0.006
3343,0.006
3343,0.006
3343,0.006
3343,0.006
3343,0.006
3343,0.006
3343,0.006
3401,0.002
3422,0.001
3457,0.006
3457,0.006
3569,0.003
3569,0.003
3569,0.003
3569,0.003
3575,0.001
3577,0.001
3615,0.002
3621,0.003
3621,0.003
3632,0.002
3639,0.002
3639,0.002
3644,0.003
3645,0.002
3664,0.002
3706,0.004
3706,0.004
3768,0.001
3796,0.001
3801,0.009
3801,0.009
3801,0.009
3803,0.001
3844,0.002
3855,0.001
3866,0.002
3895,0.002
3895,0.002
3895,0.002
3895,0.002
3910,0.001
3970,0.002
4057,0.004
4057,0.004
4057,0.004
4057,0.004
4057,0.004
4071,0.002
4073,0.003
4073,0.003
4081,0.002
4081,0.002
4081,0.002
4103,0.006
4103,0.006
4103,0.006
4152,0.003
4173,0.001
4218,0.002
4313,0.002
4313,0.002
4355,0.002
4355,0.002
4397,0.006
4397,0.006
4405,0.001
4408,0.021
4408,0.021
4408,0.021
4408,0.021
4408,0.021
4408,0.021
4408,0.021
4408,0.021
4408,0.021
4408,0.021
4414,0.003
4414,0.003
4420,0.002
4420,0.002
4422,0.004
4422,0.004
4422,0.004
4427,0.004
4427,0.004
4427,0.004
4429,0.002
4444,0.005
4444,0.005
4526,0.001
4627,0.003
4627,0.003
4627,0.003
4727,0.002
4738,0.003
4759,0.001
4767,0.002
4791,0.002
4791,0.002
4812,0.003
4851,0.002
4856,0.003
4871,0.003
4873,0.004
4873,0.004
4873,0.004
4893,0.003
4893,0.003
4893,0.003
4939,0.001
4962,0.001
4999,0.006
4999,0.006
5036,0.003
5036,0.003
5045,0.003
5072,0.003
5104,0.002
5121,0.002
5125,0.002
5190,0.001
5207,0.004
5207,0.004
5217,0.003
5319,0.001
5326,0.002
5345,0.001
5366,0.004
5366,0.004
5366,0.004
5388,0.002
5398,0.001
5430,0.004
5430,0.004
5438,0.003
5438,0.003
5438,0.003
5470,0.003
5489,0.002
5503,0.002
5520,0.002
5526,0.003
5528,0.003
5543,0.002
5586,0.004
5586,0.004
5586,0.004
5586,0.004
5590,0.002
5596,0.005
5596,0.005
5605,0.002
5637,0.002
5708,0.003
5716,0.001
5725,0.002
5728,0.003
5814,0.003
5888,0.003
5906,0.002
5940,0.002
5971,0.001
5971,0.001
5973,0.002
5973,0.002
5993,0.003
5997,0.001
6015,0.014
6015,0.014
6015,0.014
6015,0.014
6015,0.014
6015,0.014
6019,0.002
6019,0.002
6019,0.002
6041,0.002
6041,0.002
6109,0.004
6109,0.004
6136,0.003
6142,0.001
6213,0.002
6213,0.002
6215,0.003
6220,0.001
6239,0.001
6242,0.002
6242,0.002
6243,0.001
6244,0.003
6277,0.003
6302,0.003
6316,0.003
6359,0.001
6362,0.002
6370,0.005
6370,0.005
6370,0.005
6370,0.005
6370,0.005
6370,0.005
6371,0.004
6371,0.004
6371,0.004
6371,0.004
6371,0.004
6398,0.001
6411,0.003
6413,0.001
6468,0.001
6510,0.003
6521,0.001
6523,0.002
6559,0.003
6577,0.001
6607,0.001
6673,0.002
6679,0.002
6715,0.002
6747,0.003
6749,0.008
6749,0.008
6749,0.008
6749,0.008
6749,0.008
6749,0.008
6749,0.008
6749,0.008
6749,0.008
6762,0.002
6781,0.005
6781,0.005
6825,0.002
6825,0.002
6830,0.001
6862,0.002
6891,0.005
6891,0.005
6891,0.005
6891,0.005
6982,0.001
6992,0.005
6992,0.005
6992,0.005
6992,0.005
6992,0.005
6998,0.001
7077,0.003
7104,0.001
7118,0.003
7130,0.001
7130,0.001
7160,0.002
7160,0.002
7172,0.001
7187,0.002
7189,0.005
7189,0.005
7208,0.002
7210,0.003
7214,0.002
7214,0.002
7214,0.002
7214,0.002
7224,0.001
7234,0.001
