t_index,term,df
3280,ecolog,1
3281,ecologist,1
3282,econolin,1
3283,econom,83
3284,economi,73
3285,economist,12
3286,ecstat,1
3287,ecuador,10
3288,ecuadorian,1
3289,ed,1
3290,edberg,1
3291,edg,49
3292,edgar,1
3293,edict,1
3294,edific,1
3295,edikipa,1
3296,edinburgh,1
3297,edit,16
3298,editor,16
3299,editori,16
3300,edmond,32
3301,edmund,25
3302,edmundo,1
3303,edt,13
3304,eduard,1
3305,eduardo,1
3306,educ,40
3307,edward,6
3308,edwardo,1
3309,edwin,2
3310,eeri,2
3311,eerili,1
3312,effect,76
3313,effici,4
3314,effort,185
3315,effortlessli,1
3316,eg,1
3317,egg,5
3318,egoavil,3
3319,egotist,2
3320,egregi,1
3321,egypt,26
3322,egyptian,31
3323,ehud,8
3324,eight,113
3325,eighteen,1
3326,eighth,22
3327,eighti,5
3328,eisenhow,3
3329,either,60
3330,eject,2
3331,ekra,1
3332,el,3
3333,elabor,24
3334,elana,1
3335,elast,1
3336,elat,1
3337,elayn,1
3338,elbaum,1
3339,elbow,7
3340,elder,6
3341,elderli,5
3342,eldest,3
3343,elect,312
3344,elector,80
3345,electr,42
3346,electrician,3
3347,electrifi,1
3348,electrocut,1
3349,electron,11
3350,eleg,5
3351,element,21
3352,elementari,2
3353,elena,6
3354,elev,4
3355,eleven,12
3356,elia,4
3357,eliac,1
3358,elier,1
3359,elig,10
3360,elimin,32
3361,elit,7
3362,elizabeth,7
3363,ellen,5
3364,elli,2
3365,elliot,2
3366,ellips,2
3367,ellipt,1
3368,ellwood,1
3369,eln,1
3370,elong,1
3371,els,34
3372,elsewher,55
3373,elton,1
3374,elud,12
3375,elus,4
3376,eman,1
3377,emanuel,1
3378,embargo,31
3379,embark,4
3380,embarrass,10
3381,embassi,118
3382,embattl,9
3383,embed,1
3384,embellish,1
3385,emblemat,1
3386,embrac,20
3387,embroil,1
3388,emerg,111
3389,emerson,2
3390,emigr,7
3391,emil,5
3392,emili,2
3393,emilio,2
3394,emin,2
3395,emir,7
3396,emiss,1
3397,emissari,1
3398,emit,1
3399,emkne,1
3400,emmanuel,3
3401,emot,47
3402,empathet,1
3403,empathi,1
3404,emperor,4
3405,emphas,9
3406,emphasi,7
3407,emphat,5
3408,empir,6
3409,employ,19
3410,employe,50
3411,empow,2
3412,empt,1
3413,empti,14
3414,emul,3
3415,enabl,10
3416,enact,4
3417,encircl,1
3418,enclos,1
3419,encor,1
3420,encount,15
3421,encourag,33
3422,end,277
3423,endang,5
3424,endear,1
3425,endeavor,3
3426,endem,1
3427,endors,12
3428,endur,18
3429,enemi,46
3430,energ,3
3431,energet,1
3432,energi,29
3433,enforc,46
3434,engag,25
3435,engend,2
3436,engin,54
3437,engineerman,1
3438,engineman,1
3439,england,2
3440,english,18
3441,engrav,1
3442,engulf,7
3443,enhanc,5
3444,enigmat,1
3445,enjoin,1
3446,enjoy,19
3447,enlarg,4
3448,enlist,14
3449,enmesh,1
3450,enmiti,2
3451,enorm,27
3452,enough,136
3453,enqvist,1
3454,enrag,2
3455,enrich,1
3456,ensembl,2
3457,ensign,4
3458,ensnar,2
3459,ensu,9
3460,ensul,1
3461,ensur,34
3462,entail,1
3463,entangl,2
3464,enter,67
3465,enterpris,4
3466,entertain,5
3467,enthusiasm,8
3468,enthusiast,7
3469,entic,4
3470,entir,44
3471,entireti,1
3472,entiti,2
3473,entitl,6
3474,entomb,4
3475,entourag,3
3476,entranc,7
3477,entrench,2
3478,entrepreneur,2
3479,entrepreneuri,2
3480,entrepreneurship,5
3481,entri,3
3482,entrust,2
3483,envelop,1
3484,envi,1
3485,environ,8
3486,environment,11
3487,environmentalist,3
3488,envis,2
3489,envisag,1
3490,envoy,7
3491,epa,1
3492,epic,2
3493,epicent,31
3494,epidem,2
3495,epiphani,1
3496,episcop,3
3497,episod,2
3498,equal,20
3499,equanim,1
3500,equip,89
3501,equival,12
3502,er,1
3503,era,53
3504,eras,11
3505,erect,7
3506,erena,1
3507,eri,3
3508,eric,6
3509,erinson,1
3510,erlang,1
3511,ernesto,4
3512,erni,4
3513,erod,9
3514,eros,4
3515,err,1
3516,errand,1
3517,errat,8
3518,erron,3
3519,error,47
3520,erupt,18
3521,esam,1
3522,escal,9
3523,escap,85
3524,escape,28
3525,escort,10
3526,escud,3
3527,especi,74
3528,espehello,1
3529,espi,6
3530,espionag,34
3531,espitia,1
3532,espo,1
3533,espous,1
3534,essay,3
3535,essenc,3
3536,essenti,16
3537,est,1
3538,establish,51
3539,estat,18
3540,estim,63
3541,estrada,1
3542,estrang,1
3543,etar,1
3544,etat,7
3545,etcetera,1
3546,ethan,2
3547,ethic,7
3548,ethiopia,1
3549,ethnic,34
3550,ethnocentr,2
3551,etoge,1
3552,eu,8
3553,eucom,1
3554,eugen,4
3555,eulog,3
3556,euphor,1
3557,euphoria,6
3558,europ,50
3559,european,52
3560,evacu,24
3561,evad,7
3562,evalu,11
3563,evan,5
3564,evanel,1
3565,evapor,3
3566,evas,14
3567,eve,63
3568,evelyn,2
3569,even,314
3570,evenh,1
3571,evenhand,1
3572,evenli,5
3573,event,85
3574,eventu,45
3575,ever,109
3576,everett,1
3577,everi,92
3578,eversinc,1
3579,evert,11
3580,everybodi,20
3581,everyday,10
3582,everyon,57
3583,everyth,77
3584,everywher,18
3585,evi,4
3586,evict,2
3587,evid,131
3588,evidenc,1
3589,evil,2
3590,evoc,1
3591,evok,1
3592,evolut,3
3593,ewe,4
3594,ex,47
3595,exacerb,1
3596,exact,8
3597,exactli,37
3598,exagger,4
3599,exalt,1
3600,exam,4
3601,examin,49
3602,exampl,40
3603,exasper,2
3604,excav,12
3605,exceed,5
3606,exceedingli,1
3607,excel,5
3608,except,27
3609,excerpt,5
3610,excess,2
3611,exchang,23
3612,excit,9
3613,exclaim,1
3614,exclam,2
3615,exclud,20
3616,exclus,20
3617,exclusion,2
3618,exclusionari,1
3619,excruci,1
3620,excus,7
3621,execut,71
3622,exemplari,1
3623,exemplifi,1
3624,exempt,2
3625,exercis,22
3626,exhaust,26
3627,exhibit,3
3628,exhilar,1
3629,exhort,2
3630,exil,43
3631,exist,21
3632,exit,25
3633,exocet,1
3634,exodu,3
3635,exoner,1
3636,expand,18
3637,expans,5
3638,expatri,3
3639,expect,187
3640,expectantli,1
3641,expedi,2
3642,expedit,4
3643,expel,5
3644,expenditur,2
3645,expens,21
3646,experi,46
3647,experienc,8
3648,expert,118
3649,expertis,8
3650,expir,9
3651,explain,35
3652,explan,13
3653,explicit,4
3654,explicitli,6
3655,explod,43
3656,exploit,7
3657,explor,13
3658,explos,223
3659,export,22
3660,expos,8
3661,express,76
3662,expuls,1
3663,exquisit,1
3664,extend,38
3665,extens,34
3666,extent,27
3667,exterior,3
3668,extern,14
3669,extinct,2
3670,extinguish,2
3671,extol,2
3672,extort,4
3673,extra,21
3674,extract,6
3675,extradit,33
3676,extraordinari,12
3677,extraordinarili,2
3678,extravag,2
3679,extrem,21
3680,extremist,17
3681,extric,2
3682,exuber,1
3683,exud,1
3684,exult,1
3685,eyadema,1
3686,eyal,1
3687,eye,67
3688,eyebal,1
3689,eyelid,1
3690,eyesburn,1
3691,eyewit,10
3692,eyewitnesss,1
3693,fa,3
3694,faa,1
3695,fabiani,1
3696,fabric,5
3697,facad,4
3698,face,186
3699,facial,1
3700,facil,45
3701,facilit,4
3702,fact,110
3703,factbook,4
3704,faction,13
3705,facto,2
3706,factor,23
3707,factori,20
3708,factual,1
3709,fade,24
3710,fadeyev,1
3711,fadhli,1
3712,fagan,1
3713,fahrenheit,1
3714,fail,115
3715,failur,16
3716,faint,6
3717,faintli,1
3718,fair,46
3719,fairfax,1
3720,fairleigh,1
3721,fairli,16
3722,faisal,1
3723,faith,9
3724,faithless,1
3725,fake,10
3726,fall,68
3727,fallen,27
3728,fallout,1
3729,faln,1
3730,fals,30
3731,falsif,1
3732,falsifi,5
3733,falter,4
3734,fame,6
3735,famer,1
3736,famili,213
3737,familiar,17
3738,famou,4
3739,fan,10
3740,fanci,1
3741,fanfar,2
3742,far,181
3743,faraway,3
3744,farc,2
3745,fare,1
3746,farera,1
3747,farewel,16
3748,farid,1
3749,farina,3
3750,farinella,1
3751,farm,9
3752,farmer,8
3753,farmington,1
3754,farrier,1
3755,farther,2
3756,farthest,2
3757,fascin,5
3758,fascist,3
3759,fashion,8
3760,faso,8
3761,fast,24
3762,faster,11
3763,fastest,2
3764,fat,2
3765,fatal,8
3766,fatalist,1
3767,fate,33
3768,father,76
3769,fatherless,1
3770,fatigu,7
3771,fatwa,1
3772,fault,29
3773,faulti,1
3774,favor,49
3775,favorit,14
3776,faw,1
3777,fax,14
3778,fay,1
3779,fayettevil,1
3780,fbi,113
3781,fda,1
3782,fear,110
3783,fearless,4
3784,feasibl,4
3785,feast,1
3786,feat,8
3787,featur,19
3788,feb,2
3789,februari,3
3790,fed,15
3791,feder,138
3792,federalist,1
3793,federico,11
3794,fee,5
3795,feed,14
3796,feel,118
3797,feet,62
3798,fehn,2
3799,feign,1
3800,feingold,1
3801,feinstein,3
3802,felix,9
3803,fell,66
3804,fellow,39
3805,felon,4
3806,feloni,13
3807,felt,81
3808,femal,13
3809,feminist,1
3810,fenc,6
3811,fend,2
3812,ferdinand,1
3813,ferment,1
3814,fernand,5
3815,fernandez,1
3816,fernando,5
3817,feroci,1
3818,ferraro,1
3819,ferreira,3
3820,ferrer,1
3821,ferrero,12
3822,ferret,2
3823,ferri,4
3824,fertil,3
3825,fervor,5
3826,fest,1
3827,festiv,8
3828,fetch,1
3829,fever,6
3830,feverish,1
3831,fewer,17
3832,fewest,1
3833,fh,1
3834,fhimah,1
3835,fiance,1
3836,fiberglass,9
3837,fiction,2
3838,fictiti,3
3839,fidel,5
3840,fidelia,2
3841,fidget,2
3842,fie,1
3843,fiefdom,2
3844,field,49
3845,fierc,16
3846,fieri,3
3847,fierrera,1
3848,fife,2
3849,fifteen,3
3850,fifteenth,1
3851,fifth,37
3852,fifti,2
3853,fight,77
3854,fighter,15
3855,figur,93
3856,fijimori,1
3857,file,40
3858,filipov,1
3859,fill,62
3860,fillmor,1
3861,film,8
3862,filter,1
3863,filth,1
3864,final,199
3865,finalist,5
3866,financ,41
3867,financi,63
3868,find,215
3869,fine,43
3870,finest,5
3871,finger,13
3872,fingerprint,5
3873,fingertip,1
3874,finish,59
3875,finit,2
3876,fink,3
3877,finland,2
3878,finsburi,1
3879,fir,4
3880,fire,130
3881,firearm,12
3882,firebal,1
3883,firebomb,1
3884,firecrack,2
3885,firefight,6
3886,fireman,4
3887,firepow,2
3888,firerescu,1
3889,fireston,1
3890,firestorm,1
3891,firework,5
3892,firm,32
3893,firmer,1
3894,firmli,11
3895,first,442
3896,firstli,1
3897,fiscal,3
3898,fischer,2
3899,fish,10
3900,fisheri,1
3901,fisherman,2
3902,fishermen,5
3903,fissur,1
3904,fist,21
3905,fit,27
3906,fitcher,1
3907,fitter,1
3908,fittingli,1
3909,fitzgerald,7
3910,five,227
3911,fix,16
3912,fizzl,1
3913,fl,1
3914,fla,17
3915,flabbergast,1
3916,flag,42
3917,flagrant,2
3918,flair,2
3919,flak,1
3920,flake,3
3921,flaku,3
3922,flame,9
3923,flank,6
3924,flare,3
3925,flash,3
3926,flashbulb,1
3927,flashlight,1
3928,flashpoint,3
3929,flat,13
3930,flatb,1
3931,flatli,1
3932,flatten,23
3933,flatter,1
3934,flatwar,1
3935,flaw,15
3936,flawless,2
3937,flawlessli,1
3938,flea,1
3939,fled,72
3940,fledg,1
3941,fledgl,2
3942,flee,36
3943,fleet,72
3944,fleischer,1
3945,flesh,2
3946,fletchal,1
3947,fletcher,4
3948,flew,33
3949,flex,1
3950,flexibl,2
3951,flfing,1
3952,fli,50
3953,flier,1
3954,flight,49
3955,flimsi,1
3956,fling,1
3957,flint,1
3958,flintoff,2
3959,flip,7
3960,float,15
3961,floater,1
3962,flood,38
3963,floodlight,1
3964,floodlit,2
3965,floor,38
3966,flop,4
3967,flore,15
3968,floresc,1
3969,florez,2
3970,florida,42
3971,florist,1
3972,floss,1
3973,flotilla,12
3974,flour,2
3975,flourish,3
3976,flow,10
3977,flower,8
3978,flown,44
3979,floyd,2
3980,fluctuat,1
3981,fluid,2
3982,flung,8
3983,fluorid,1
3984,flurri,4
3985,flush,1
3986,fluster,2
3987,fluti,1
3988,flux,1
3989,fm,1
3990,focu,44
3991,focus,45
3992,focuss,2
3993,foe,16
3994,fofana,2
3995,fog,11
3996,foggi,4
3997,foil,6
3998,fold,3
3999,foley,2
4000,folk,7
4001,folklor,1
4002,follow,216
4003,followup,1
4004,foment,3
4005,fond,2
4006,font,1
4007,food,61
4008,fool,2
4009,foolish,1
4010,foot,107
4011,footag,3
4012,footbal,10
4013,foothil,6
4014,foothold,6
4015,footnot,1
4016,footprint,1
4017,footstep,1
4018,footwear,1
4019,footwork,1
4020,forag,4
4021,foray,3
4022,forb,3
4023,forbid,1
4024,forbidden,2
4025,forc,366
4026,forcep,1
4027,forcibl,2
4028,ford,11
4029,forebod,1
4030,forecast,8
4031,foreclos,1
4032,forefront,2
4033,forehand,15
4034,forehead,2
4035,foreign,191
4036,foremost,3
4037,forens,21
4038,forerunn,2
4039,forese,3
4040,foreseen,1
4041,forest,9
4042,foretast,1
4043,forev,9
4044,foreword,1
4045,forg,4
4046,forgav,1
4047,forgeri,1
4048,forget,12
4049,forgiv,7
4050,forgiven,1
4051,forgot,1
4052,forgotten,5
4053,fork,2
4054,form,95
4055,formal,42
4056,format,9
4057,former,268
4058,formerli,9
4059,formid,4
4060,formul,1
4061,formula,3
4062,fornl,1
4063,forsak,1
4064,fort,13
4065,forth,5
4066,forti,5
4067,fortifi,2
4068,fortitud,1
4069,fortnight,1
4070,fortress,1
4071,fortun,16
4072,forum,15
4073,forward,57
4074,foster,4
4075,fought,48
4076,foul,1
4077,found,236
4078,foundat,8
4079,founder,10
4080,fountain,1
4081,four,273
4082,fourth,57
4083,fox,7
4084,foyer,2
4085,fpi,2
4086,fpt,1
4087,fr,1
4088,fraction,7
4089,fractiou,2
4090,fractur,9
4091,fragil,7
4092,fragment,9
4093,fraim,1
4094,frame,7
4095,framework,2
4096,franc,36
4097,franchis,1
4098,franci,6
4099,franciscan,2
4100,francisco,37
4101,francoi,1
4102,franjo,3
4103,frank,28
4104,frankfort,4
4105,frankfurt,9
4106,frankli,8
4107,frantic,20
4108,fraser,1
4109,frasur,1
4110,fraud,68
4111,fraudul,5
4112,fraught,3
4113,fray,4
4114,frazier,2
4115,fred,2
4116,freder,1
4117,fredericqu,1
4118,frederik,1
4119,free,119
4120,freed,22
4121,freedom,40
4122,freeh,25
4123,freeli,14
4124,freelli,1
4125,freepelti,2
4126,freer,2
4127,freewheel,1
4128,freez,2
4129,freight,2
4130,fremd,5
4131,fremont,2
4132,french,70
4133,frenchman,8
4134,frenchmen,1
4135,frenchwoman,2
4136,frenzi,3
4137,frequent,28
4138,fresh,18
4139,fresher,1
4140,freshman,5
4141,freshmen,1
4142,fresno,1
4143,fri,1
4144,friction,1
4145,friday,216
4146,friend,80
4147,friendli,19
4148,friendship,6
4149,frigat,10
4150,frighten,21
4151,frigid,1
4152,frist,2
4153,frond,1
4154,front,83
4155,frontier,1
4156,frontlin,1
4157,frown,1
4158,froze,7
4159,frozen,4
4160,fruit,7
4161,fruition,1
4162,fruitless,1
4163,frustrat,40
4164,fsb,4
4165,fudg,1
4166,fuel,40
4167,fuerth,1
4168,fugazi,5
4169,fugimori,1
4170,fugit,73
4171,fujimori,62
4172,fulfil,5
4173,full,83
4174,fullest,4
4175,fulli,37
4176,fume,1
4177,fun,2
4178,function,14
4179,functionari,2
4180,fund,72
4181,fundament,13
4182,fundamentalist,9
4183,fundrais,1
4184,funer,19
4185,funnel,3
4186,funni,2
4187,furi,5
4188,furiou,12
4189,furious,6
4190,furnish,2
4191,furnitur,6
4192,furor,2
4193,furrow,2
4194,furthermor,3
4195,furthest,1
4196,furtiv,2
4197,fuselag,1
4198,fuss,1
4199,futa,1
4200,futil,4
4201,futur,88
4202,futurist,1
4203,fuzzi,1
4204,ga,48
4205,gabbi,1
4206,gabe,1
4207,gabon,2
4208,gabriel,1
4209,gadget,1
4210,gadhafi,1
4211,gaell,1
4212,gaff,1
4213,gafney,1
4214,gag,1
4215,gagliardi,2
4216,gagnoa,4
4217,gaig,1
4218,gain,39
4219,gajar,1
4220,gal,1
4221,galapago,2
4222,gale,6
4223,galiardi,1
4224,gallup,3
4225,gallust,3
4226,galo,8
4227,galvan,2
4228,galvin,1
4229,gama,1
4230,gamaa,2
4231,gamarra,1
4232,gambler,2
4233,game,57
4234,gan,3
4235,gandhi,7
4236,gandhinagar,1
4237,gang,17
4238,gangster,2
4239,gantlet,1
4240,gap,12
4241,gape,16
4242,garag,6
4243,garbag,17
4244,garbl,4
4245,garcia,23
4246,garden,13
4247,gari,8
4248,garin,1
4249,garland,1
4250,garment,1
4251,garner,5
4252,garri,2
4253,garro,1
4254,garwood,3
4255,gase,1
4256,gash,4
4257,gasolin,2
4258,gasp,1
4259,gaston,1
4260,gate,17
4261,gatehous,2
4262,gateway,2
4263,gather,90
4264,gatl,1
4265,gatorad,1
4266,gaudi,1
4267,gaug,4
4268,gauna,2
4269,gaur,1
4270,gautam,1
4271,gave,105
4272,gavel,1
4273,gavlak,1
4274,gawker,1
4275,gay,13
4276,gaza,16
4277,gaze,4
4278,gazett,1
4279,gazillion,1
4280,gbagbo,38
4281,gbessi,1
4282,gbgm,1
4283,gear,10
4284,gedda,1
4285,gedrif,1
4286,gee,1
4287,geeman,1
4288,gehman,10
4289,gejdenson,4
4290,gelu,1
4291,gen,77
4292,gendarm,2
4293,gene,2
4294,gener,230
4295,generos,2
4296,genex,1
4297,genocid,4
4298,genom,1
4299,genrikh,1
4300,gentl,1
4301,gentleman,1
4302,gentlemen,1
4303,gentli,6
4304,genuin,5
4305,geo,5
4306,geoff,1
4307,geofferi,1
4308,geoffrey,3
4309,geographi,1
4310,geolog,11
4311,geologist,2
4312,geopolit,1
4313,georg,117
4314,georgetown,1
4315,georgi,1
4316,georgia,9
4317,georgian,2
4318,gephardt,2
4319,gerald,1
4320,gerd,1
4321,gerhard,5
4322,gerin,1
4323,german,23
4324,germani,63
4325,germicid,1
4326,gerri,1
4327,gerstein,1
4328,gestapo,1
4329,gestur,21
4330,get,284
4331,getaway,7
4332,getter,1
4333,ghashmi,1
4334,ghee,1
4335,ghost,4
4336,gi,1
4337,giant,11
4338,gift,18
4339,gigant,1
4340,giggl,2
4341,gil,1
4342,gila,1
4343,gilbert,1
4344,gillespi,2
4345,gilman,1
4346,gilmor,2
4347,gimbel,1
4348,gina,1
4349,ginger,2
4350,gingerli,3
4351,girder,1
4352,girl,29
4353,girlfriend,3
4354,giuliani,12
4355,give,168
4356,given,115
4357,gizbert,3
4358,glad,11
4359,gladi,1
4360,gladkovich,1
4361,gladli,1
4362,glanc,5
4363,glascoff,1
4364,glaspi,3
4365,glass,20
4366,gleefulli,2
4367,glen,4
4368,glenni,2
4369,glimps,6
4370,glisten,1
4371,global,19
4372,globe,6
4373,glori,3
4374,gloria,1
4375,glorifi,1
4376,gloriou,2
4377,glove,4
4378,glow,3
4379,glue,4
4380,glum,1
4381,gmc,1
4382,gnassingb,1
4383,gnd,1
4384,go,367
4385,goal,19
4386,goate,1
4387,gobbl,1
4388,god,37
4389,goddess,1
4390,goe,33
4391,goggl,1
4392,goh,1
4393,goin,4
4394,gokool,1
4395,gold,15
4396,golden,4
4397,goldman,3
4398,goldsmith,3
4399,goldstein,4
4400,golf,4
4401,golfer,1
4402,goliath,1
4403,gone,74
4404,gonna,5
4405,good,206
4406,goodby,5
4407,goodwil,4
4408,gop,22
4409,goran,6
4410,gorbachov,1
4411,gordana,1
4412,gordi,3
4413,gordon,7
4414,gore,66
4415,gorgeou,1
4416,gorton,8
4417,gosh,1
4418,gossip,1
4419,gostran,1
4420,got,134
4421,gotten,11
4422,gov,77
4423,gove,1
4424,gover,1
4425,govern,352
4426,government,3
4427,governor,78
4428,gown,3
4429,grab,15
4430,grabbi,1
4431,grace,6
4432,graceless,1
4433,graciou,3
4434,grade,6
4435,grado,1
4436,gradual,9
4437,graduat,5
4438,graf,2
4439,graff,1
4440,graffiti,2
4441,graham,3
4442,grain,3
4443,graini,1
4444,gram,12
4445,gramm,3
4446,grammar,1
4447,grand,66
4448,grandchildren,2
4449,granddaught,4
4450,grandfath,2
4451,grandios,1
4452,grandma,1
4453,grandmaison,1
4454,grandmom,1
4455,grandmoth,5
4456,grandson,13
4457,granger,5
4458,granit,1
4459,grant,48
4460,grapevin,1
4461,graphic,2
4462,grappl,3
4463,grasp,7
4464,grassley,1
4465,grate,17
4466,gratifi,3
4467,gratitud,4
4468,grave,22
4469,gravesid,2
4470,gravest,1
4471,gravi,1
4472,gravit,1
4473,graviti,1
4474,gray,3
4475,graze,1
4476,great,97
4477,greater,30
4478,greatest,17
4479,greatli,2
4480,greec,4
4481,greed,1
4482,greek,3
4483,green,18
4484,greenhous,1
4485,greenleaf,1
4486,greenway,1
4487,greenwood,2
4488,greet,32
4489,greg,20
4490,gregor,4
4491,gregori,1
4492,gregorio,1
4493,grenad,11
4494,grenada,2
4495,greta,3
4496,grew,19
4497,grey,1
4498,grid,2
4499,gridlock,2
4500,grief,10
4501,griev,8
4502,grievanc,4
4503,griffith,1
4504,grim,18
4505,grimac,4
4506,grin,5
4507,grind,4
4508,grip,18
4509,grisli,2
4510,gritti,2
4511,groan,1
4512,groceri,2
4513,groh,1
4514,groom,1
4515,groov,2
4516,grope,1
4517,grosanc,1
4518,grosjean,17
4519,gross,2
4520,grotesqu,3
4521,ground,104
4522,groundbreak,1
4523,groundless,3
4524,groundstrok,12
4525,groundwork,3
4526,group,192
4527,grove,1
4528,grow,61
4529,grown,17
4530,growth,8
4531,grubac,2
4532,gruber,1
4533,grucci,3
4534,grudg,1
4535,grudgingli,1
4536,gruel,5
4537,gruesom,2
4538,grumbl,2
4539,gruntlik,4
4540,gu,1
4541,guadalup,2
4542,guarante,21
4543,guaranti,2
4544,guard,80
4545,guardao,2
4546,guardian,5
4547,guardsmen,2
4548,guatemala,23
4549,guatemalan,2
4550,gubernatori,3
4551,guei,38
4552,guerilla,4
4553,guerrilla,18
4554,guess,18
4555,guest,14
4556,guevara,1
4557,guid,26
4558,guidelin,11
4559,guido,1
4560,guie,3
4561,guillermo,1
4562,guilt,4
4563,guilti,41
4564,guinea,2
4565,guis,3
4566,gujarat,39
4567,gujarati,2
4568,gujral,1
4569,gulch,1
4570,gulf,94
4571,gull,1
4572,gullast,1
4573,gum,1
4574,gun,50
4575,gunboat,2
4576,gunfight,1
4577,gunfir,9
4578,gung,1
4579,gunman,2
4580,gunmen,1
4581,gunn,4
4582,gunrun,1
4583,gunshot,8
4584,gupta,2
4585,gurney,1
4586,guru,1
4587,gustavo,17
4588,gut,4
4589,gutman,1
4590,guy,33
4591,guzman,2
4592,guzun,1
4593,gymnasium,3
4594,gyro,2
4595,gyrocompass,1
4596,gyroscop,3
4597,haass,4
4598,habiar,1
4599,habib,1
4600,habit,2
4601,haddock,1
4602,hadhramaut,6
4603,hadi,1
4604,hadith,1
4605,hadramaut,2
4606,hager,2
4607,hagerstown,2
4608,haggard,1
4609,haggl,1
4610,hagu,33
4611,hahdramaut,1
4612,hai,2
4613,haider,1
4614,haight,1
4615,hail,11
4616,haiphong,1
4617,hair,19
4618,hairbreadth,1
4619,hairstyl,5
4620,hairstylist,1
4621,haiti,1
4622,haitian,1
4623,hal,1
4624,hale,1
4625,halevi,2
4626,haley,1
4627,half,123
4628,halfway,4
4629,haliberton,1
4630,hall,22
4631,halliburton,4
4632,hallway,3
4633,halprin,15
4634,halt,22
4635,ham,2
4636,hama,9
4637,hamdi,1
4638,hamilton,5
4639,hammer,12
4640,hammerfest,1
4641,hammock,1
4642,hamper,15
4643,hampshir,4
4644,hampton,1
4645,hamstr,1
4646,hamza,2
4647,hancock,1
4648,hand,165
4649,handcount,1
4650,handcuf,3
4651,handgun,12
4652,handi,3
4653,handicap,1
4654,handili,1
4655,handl,38
4656,handler,1
4657,handov,4
4658,handpick,5
4659,handshak,3
4660,handsom,2
4661,handwritten,4
4662,hang,23
4663,hangar,4
4664,hanger,1
4665,hankey,1
4666,hanoi,39
4667,hanov,1
4668,hantuchova,6
4669,hap,1
4670,haphazard,1
4671,happen,145
4672,happi,36
4673,happier,4
4674,happiest,3
4675,happili,1
4676,hara,1
4677,haraldseid,1
4678,harass,5
4679,harazi,2
4680,harbor,99
4681,harborsid,1
4682,harbour,1
4683,harburi,3
4684,hard,87
4685,hardbal,1
4686,hardcourt,3
4687,harden,6
4688,harder,11
4689,hardest,22
4690,hardi,2
4691,hardli,15
4692,hardlin,1
4693,hardship,6
4694,hardwar,1
4695,haren,13
4696,harerb,1
4697,harin,1
4698,harjivan,3
4699,harlem,1
4700,harley,1
4701,harm,8
4702,harmless,1
4703,harold,14
4704,harp,1
4705,harper,19
4706,harpoon,1
4707,harri,5
4708,harrison,2
4709,harrow,1
4710,harsh,16
4711,harshli,3
4712,hart,5
4713,harvard,2
4714,harvest,1
4715,harvey,1
4716,hashim,1
4717,hasid,3
4718,hass,1
4719,hassan,1
4720,hassl,1
4721,hast,3
4722,hasten,1
4723,hastert,5
4724,hasti,2
4725,hastili,4
4726,hat,2
4727,hatch,24
4728,hate,8
4729,hatim,1
4730,hatr,8
4731,haul,6
4732,haunt,8
4733,haut,1
4734,havana,1
4735,haviar,2
4736,havoc,3
4737,haw,6
4738,hawaii,10
4739,hawk,3
4740,hawkin,25
4741,hawley,1
4742,hayat,2
4743,hazard,1
4744,head,206
4745,headach,2
4746,headband,4
4747,headdress,1
4748,headi,2
4749,headlight,1
4750,headlin,25
4751,headlinenew,2
4752,headmast,1
4753,headphon,1
4754,headquart,54
4755,headset,1
4756,headway,1
4757,heal,15
4758,heali,1
4759,health,73
4760,healthi,9
4761,heap,11
4762,hear,85
4763,heard,83
4764,heardnb,1
4765,hears,7
4766,hearst,9
4767,heart,43
4768,heartbeat,2
4769,heartbreak,2
4770,hearten,2
4771,heartfelt,2
4772,heat,29
4773,heath,2
4774,heaven,2
4775,heavi,65
4776,heaviest,2
4777,heavili,32
4778,heavyweight,6
4779,heck,1
4780,hedg,2
4781,heed,9
4782,heel,4
4783,hefe,1
4784,hegemoni,2
4785,heidi,2
4786,height,9
4787,heighten,29
4788,heiress,5
4789,heist,4
4790,heitkamp,2
4791,held,163
4792,helena,1
4793,helicopt,26
4794,hell,5
4795,hello,6
4796,helm,1
4797,helmet,11
4798,help,313
4799,helper,2
4800,helpless,4
4801,helplessli,1
4802,hem,1
4803,hemispher,4
4804,henc,3
4805,henderson,1
4806,henhous,1
4807,henin,3
4808,henman,12
4809,henri,35
4810,henrieta,3
4811,herald,8
4812,herb,2
4813,herbert,1
4814,herculean,1
4815,herd,5
4816,heritag,2
4817,hermann,1
4818,hernandez,5
4819,hernando,3
4820,hero,15
4821,heroic,8
4822,heroism,1
4823,herwig,1
4824,herzegovina,4
4825,hesit,6
4826,hetal,2
4827,heuberg,1
4828,hewitt,7
4829,hezbollah,4
4830,hiatu,2
4831,hiccup,1
4832,hicham,6
4833,hichim,1
4834,hickl,1
4835,hid,3
4836,hidden,5
4837,hide,55
4838,hideout,4
4839,hien,1
4840,high,208
4841,higher,43
4842,highest,41
4843,highland,3
4844,highli,37
4845,highlight,11
4846,highris,1
4847,highway,19
4848,hijazi,1
4849,hike,2
4850,hill,32
4851,hillari,59
4852,hilli,6
4853,hillsboro,1
4854,hillsid,18
4855,hilton,2
4856,hinder,2
4857,hindi,1
4858,hindsight,3
4859,hindu,8
4860,hing,6
4861,hingi,40
4862,hint,10
