t_index,tf-idf
39,0.065
66,0.139
82,0.09
330,0.095
1257,0.149
1459,0.064
1652,0.087
1932,0.408
2213,0.045
2367,0.111
2690,0.042
2838,0.052
3071,0.205
3253,0.037
3301,0.08
3569,0.027
3587,0.18
3635,0.149
3648,0.047
3702,0.049
4271,0.05
4980,0.046
5263,0.121
5288,0.076
5319,0.057
5489,0.126
5966,0.148
5977,0.062
6004,0.174
6084,0.056
6577,0.051
6736,0.029
6889,0.035
6951,0.223
6992,0.21
7214,0.043
7224,0.024
7408,0.184
7687,0.134
7924,0.251
8144,0.241
8326,0.051
8341,0.074
8364,0.094
8399,0.067
8887,0.043
8889,0.058
9233,0.045
9234,0.083
9278,0.017
9384,0.039
9505,0.163
9553,0.058
10133,0.057
10217,0.066
10427,0.052
10758,0.081
10838,0.08
10840,0.086
11014,0.029
11040,0.038
11050,0.06
11151,0.026
11153,0.055
11431,0.12
11573,0.149
11574,0.297
11781,0.125
12148,0.068
