t_index,tf-idf
55,0.008
199,0.006
227,0.012
230,0.008
230,0.008
337,0.002
367,0.002
476,0.009
509,0.006
585,0.005
759,0.002
877,0.008
877,0.008
1002,0.011
1105,0.015
1203,0.007
1456,0.006
1459,0.007
1539,0.014
1539,0.014
1582,0.011
1582,0.011
1694,0.011
1746,0.008
1746,0.008
1785,0.01
1848,0.006
1916,0.004
2041,0.008
2096,0.006
2140,0.005
2153,0.005
2207,0.014
2273,0.005
2367,0.004
2615,0.002
2650,0.007
2753,0.005
2767,0.009
2810,0.01
2884,0.013
2949,0.026
2949,0.026
3068,0.007
3138,0.005
3270,0.009
3300,0.008
3473,0.011
3530,0.015
3530,0.015
3679,0.009
3768,0.012
3768,0.012
3895,0.004
3895,0.004
3899,0.01
3948,0.008
3954,0.007
4054,0.005
4105,0.011
4145,0.007
4145,0.007
4324,0.006
4405,0.004
4672,0.008
4744,0.004
4759,0.006
4791,0.004
4840,0.004
4908,0.003
4918,0.009
4955,0.017
4955,0.017
4955,0.017
4962,0.006
5112,0.005
5263,0.008
5263,0.008
5335,0.007
5354,0.004
5479,0.007
5806,0.003
5901,0.007
5941,0.009
5971,0.002
6030,0.004
6039,0.01
6073,0.015
6194,0.007
6454,0.008
6599,0.004
6736,0.003
6837,0.012
6889,0.004
6909,0.003
6951,0.017
6951,0.017
6951,0.017
6959,0.006
7147,0.003
7157,0.004
7408,0.006
7433,0.002
7532,0.01
7763,0.005
7807,0.005
7892,0.013
7989,0.008
8117,0.003
8144,0.056
8144,0.056
8144,0.056
8144,0.056
8144,0.056
8144,0.056
8144,0.056
8144,0.056
8144,0.056
8153,0.015
8170,0.003
8183,0.014
8270,0.002
8310,0.009
8310,0.009
8422,0.008
8463,0.006
8595,0.018
8595,0.018
8596,0.007
8617,0.007
8672,0.005
8789,0.01
8815,0.01
8818,0.013
8818,0.013
8818,0.013
8945,0.004
8948,0.012
8962,0.005
9145,0.006
9233,0.005
9234,0.013
9234,0.013
9234,0.013
9278,0.009
9278,0.009
9278,0.009
9278,0.009
9278,0.009
9278,0.009
9278,0.009
9278,0.009
9278,0.009
9278,0.009
9372,0.004
9384,0.001
9505,0.006
9513,0.005
9513,0.005
9563,0.005
9672,0.065
9672,0.065
9672,0.065
9672,0.065
9672,0.065
9835,0.003
9875,0.011
10076,0.012
10158,0.016
10158,0.016
10255,0.003
10255,0.003
10271,0.004
10366,0.007
10508,0.005
10534,0.004
10762,0.014
10762,0.014
10836,0.022
10836,0.022
10836,0.022
10922,0.003
10945,0.004
11018,0.006
11037,0.004
11050,0.006
11317,0.008
11343,0.011
11429,0.002
11764,0.015
11775,0.006
11947,0.003
12013,0.009
12013,0.009
12063,0.005
12188,0.003
12188,0.003
