t_index,tf-idf
66,0.002
74,0.002
88,0.002
101,0.003
101,0.003
189,0.004
189,0.004
191,0.003
197,0.002
206,0.001
230,0.003
230,0.003
242,0.004
323,0.003
323,0.003
325,0.004
336,0.001
448,0.001
449,0.002
456,0.002
485,0.004
485,0.004
485,0.004
488,0.001
579,0.001
585,0.005
585,0.005
585,0.005
619,0.003
659,0.004
666,0.001
669,0.002
703,0.001
759,0.002
759,0.002
759,0.002
804,0.003
873,0.003
903,0.002
947,0.001
954,0.001
964,0.014
964,0.014
964,0.014
964,0.014
964,0.014
964,0.014
964,0.014
964,0.014
1044,0.002
1046,0.002
1059,0.007
1059,0.007
1095,0.004
1095,0.004
1100,0.003
1111,0.002
1132,0.004
1132,0.004
1253,0.003
1282,0.004
1296,0.002
1324,0.003
1341,0.002
1344,0.002
1350,0.004
1350,0.004
1351,0.002
1401,0.013
1401,0.013
1401,0.013
1401,0.013
1401,0.013
1401,0.013
1401,0.013
1401,0.013
1401,0.013
1411,0.003
1445,0.004
1452,0.003
1510,0.001
1540,0.002
1558,0.003
1562,0.003
1562,0.003
1574,0.002
1609,0.001
1685,0.003
1685,0.003
1689,0.002
1731,0.003
1732,0.005
1732,0.005
1733,0.005
1733,0.005
1746,0.001
1825,0.002
1882,0.001
1892,0.003
1892,0.003
1903,0.004
1903,0.004
1939,0.003
1942,0.004
1945,0.001
1958,0.001
2066,0.001
2072,0.002
2078,0.004
2093,0.004
2093,0.004
2116,0.005
2116,0.005
2132,0.003
2229,0.002
2264,0.003
2264,0.003
2278,0.007
2278,0.007
2348,0.003
2358,0.002
2358,0.002
2358,0.002
2367,0.003
2367,0.003
2385,0.004
2465,0.009
2465,0.009
2465,0.009
2465,0.009
2465,0.009
2615,0.001
2662,0.001
2664,0.002
2686,0.002
2694,0.004
2733,0.002
2745,0.004
2748,0.013
2748,0.013
2748,0.013
2748,0.013
2748,0.013
2748,0.013
2748,0.013
2814,0.003
2943,0.004
2948,0.005
2985,0.004
3071,0.002
3134,0.003
3138,0.002
3176,0.003
3183,0.003
3192,0.004
3253,0.001
3273,0.004
3278,0.003
3284,0.002
3343,0.004
3343,0.004
3343,0.004
3343,0.004
3344,0.002
3386,0.003
3388,0.002
3422,0.001
3428,0.003
3442,0.004
3461,0.003
3520,0.003
3558,0.002
3569,0.002
3569,0.002
3574,0.002
3582,0.002
3583,0.002
3650,0.004
3704,0.003
3752,0.004
3782,0.002
3791,0.002
3803,0.006
3803,0.006
3803,0.006
3853,0.006
3853,0.006
3853,0.006
3880,0.002
3910,0.001
3916,0.007
3916,0.007
3916,0.007
3922,0.011
3922,0.011
3922,0.011
3939,0.004
3939,0.004
3993,0.003
4000,0.004
4002,0.001
4025,0.002
4025,0.002
4025,0.002
4119,0.002
4154,0.006
4154,0.006
4154,0.006
4163,0.002
4187,0.004
4191,0.004
4204,0.005
4204,0.005
4237,0.003
4263,0.002
4330,0.001
4355,0.001
4384,0.001
4425,0.002
4425,0.002
4440,0.005
4493,0.003
4630,0.003
4651,0.003
4684,0.002
4754,0.004
4754,0.004
4797,0.003
4873,0.004
4873,0.004
4875,0.002
4972,0.001
5018,0.003
5018,0.003
5079,0.002
5112,0.002
5244,0.003
5277,0.001
5302,0.007
5302,0.007
5302,0.007
5302,0.007
5319,0.002
5364,0.003
5371,0.004
5438,0.001
5591,0.003
5591,0.003
5645,0.002
5664,0.004
5664,0.004
5741,0.002
5766,0.001
5766,0.001
5809,0.001
5846,0.009
5846,0.009
5846,0.009
5846,0.009
5846,0.009
5961,0.002
5964,0.002
5971,0.001
5973,0.001
5976,0.001
6019,0.002
6019,0.002
6030,0.003
6030,0.003
6041,0.001
6087,0.002
6142,0.001
6171,0.004
6171,0.004
6171,0.004
6185,0.004
6213,0.002
6213,0.002
6228,0.003
6249,0.004
6370,0.001
6371,0.001
6413,0.003
6413,0.003
6413,0.003
6545,0.001
6547,0.004
6611,0.004
6730,0.003
6730,0.003
6736,0.001
6752,0.025
6752,0.025
6752,0.025
6752,0.025
6752,0.025
6752,0.025
6752,0.025
6752,0.025
6752,0.025
6752,0.025
6752,0.025
6752,0.025
6752,0.025
6752,0.025
6752,0.025
6752,0.025
6756,0.004
6775,0.001
6856,0.003
6880,0.002
6982,0.001
7055,0.003
7135,0.002
7158,0.002
7196,0.004
7224,0.001
7263,0.001
7373,0.004
7432,0.002
7433,0.001
7485,0.001
7485,0.001
7485,0.001
7494,0.002
7508,0.008
7508,0.008
7508,0.008
7508,0.008
7508,0.008
7508,0.008
7518,0.004
7548,0.003
7562,0.001
7574,0.004
7597,0.003
7601,0.003
7606,0.003
7606,0.003
7744,0.003
7772,0.018
7772,0.018
7772,0.018
7772,0.018
7772,0.018
7772,0.018
7772,0.018
7772,0.018
7779,0.001
7781,0.003
7781,0.003
7800,0.002
7807,0.002
7857,0.003
7857,0.003
7898,0.005
7898,0.005
7898,0.005
7898,0.005
7898,0.005
7898,0.005
7898,0.005
7898,0.005
7898,0.005
8112,0.011
8112,0.011
8112,0.011
8112,0.011
8112,0.011
8112,0.011
8112,0.011
8112,0.011
8112,0.011
8114,0.003
8161,0.004
8193,0.002
8198,0.003
8198,0.003
8198,0.003
8226,0.004
8270,0.002
8270,0.002
8270,0.002
8295,0.003
8298,0.002
8320,0.002
8333,0.003
8349,0.003
8358,0.002
8386,0.003
8393,0.013
8393,0.013
8393,0.013
8393,0.013
8393,0.013
8393,0.013
8393,0.013
8393,0.013
8460,0.004
8460,0.004
8504,0.005
8504,0.005
8531,0.002
8548,0.002
8578,0.005
8578,0.005
8578,0.005
8656,0.003
8798,0.003
8812,0.002
8815,0.003
8835,0.001
8887,0.001
8898,0.004
8919,0.003
8994,0.003
9052,0.005
9052,0.005
9083,0.003
9086,0.007
9086,0.007
9087,0.003
9091,0.002
9092,0.004
9103,0.002
9209,0.004
9209,0.004
9209,0.004
9215,0.002
9215,0.002
9220,0.003
9278,0.002
9278,0.002
9278,0.002
9278,0.002
9278,0.002
9278,0.002
9329,0.004
9361,0.004
9384,0.0
9461,0.003
9510,0.003
9513,0.002
9513,0.002
9516,0.001
9518,0.002
9533,0.003
9568,0.005
9568,0.005
9574,0.002
9575,0.002
9601,0.002
9601,0.002
9612,0.001
9646,0.004
9668,0.003
9708,0.004
9735,0.005
9735,0.005
9741,0.002
9756,0.004
9758,0.001
9779,0.003
9802,0.002
9858,0.002
9924,0.002
9926,0.003
9942,0.003
9949,0.003
9960,0.003
10002,0.003
10073,0.002
10079,0.002
10121,0.004
10121,0.004
10174,0.004
10175,0.002
10201,0.004
10255,0.004
10255,0.004
10255,0.004
10255,0.004
10255,0.004
10255,0.004
10255,0.004
10255,0.004
10255,0.004
10258,0.002
10262,0.002
10329,0.001
10347,0.003
10355,0.002
10366,0.002
10394,0.003
10397,0.003
10397,0.003
10452,0.002
10497,0.002
10513,0.002
10534,0.001
10556,0.002
10556,0.002
10568,0.003
10578,0.003
10607,0.003
10620,0.003
10639,0.003
10717,0.003
10755,0.004
10755,0.004
10782,0.006
10782,0.006
10782,0.006
10782,0.006
10818,0.003
10818,0.003
10834,0.002
10915,0.006
10915,0.006
10915,0.006
10915,0.006
10931,0.002
10945,0.004
10945,0.004
10945,0.004
10970,0.001
10970,0.001
11001,0.001
11014,0.001
11033,0.003
11044,0.003
11057,0.003
11079,0.002
11113,0.002
11151,0.002
11151,0.002
11191,0.004
11191,0.004
11234,0.001
11244,0.004
11244,0.004
11253,0.0
11419,0.003
11456,0.003
11540,0.002
11566,0.002
11566,0.002
11609,0.004
11699,0.002
11741,0.003
11741,0.003
11790,0.002
11848,0.002
11901,0.009
11901,0.009
11901,0.009
11901,0.009
11904,0.001
11931,0.001
11950,0.003
11950,0.003
11973,0.003
11988,0.001
12013,0.002
12026,0.004
12034,0.007
12034,0.007
12034,0.007
12054,0.002
12063,0.003
12063,0.003
12100,0.003
12188,0.001
12188,0.001
12188,0.001
12214,0.002
12226,0.01
12226,0.01
12226,0.01
12226,0.01
12226,0.01
12227,0.002
