t_index,tf-idf
93,0.147
117,0.051
337,0.023
448,0.039
485,0.047
666,0.209
703,0.04
954,0.053
968,0.072
1166,0.061
1193,0.039
1302,0.247
1892,0.058
2028,0.109
2135,0.128
2163,0.079
2412,0.191
2630,0.083
2807,0.061
2817,0.069
2838,0.066
2922,0.09
3071,0.088
3587,0.058
3616,0.109
3621,0.075
3648,0.061
3653,0.153
3658,0.044
4045,0.153
4271,0.064
4420,0.057
4425,0.031
4744,0.046
4798,0.034
4893,0.056
4972,0.036
5390,0.037
5398,0.114
5406,0.134
5562,0.252
5741,0.074
5806,0.041
5859,0.191
6028,0.045
6041,0.04
6087,0.064
6370,0.047
6642,0.114
6720,0.238
6909,0.038
6998,0.04
7104,0.052
7155,0.307
7224,0.093
7408,0.079
7434,0.087
7485,0.032
7501,0.206
7527,0.058
7897,0.059
7914,0.081
8044,0.04
8229,0.111
8401,0.066
8887,0.027
9270,0.082
9373,0.068
9384,0.017
9555,0.059
10054,0.067
10078,0.067
10112,0.082
10271,0.055
10329,0.03
10365,0.065
10515,0.058
10552,0.123
10590,0.335
10697,0.053
10785,0.063
10835,0.091
10861,0.061
11021,0.089
11035,0.064
11253,0.034
11566,0.039
11569,0.086
11641,0.086
12188,0.017
12193,0.124
