t_index,tf-idf
109,0.035
148,0.089
194,0.149
202,0.071
259,0.221
415,0.049
519,0.159
662,0.093
697,0.061
698,0.129
747,0.221
775,0.053
922,0.041
923,0.056
954,0.031
1018,0.035
1104,0.08
1215,0.069
1296,0.036
1340,0.053
1631,0.099
1721,0.094
1729,0.064
1742,0.07
1941,0.099
2163,0.045
2367,0.055
2503,0.088
2540,0.069
2689,0.035
2936,0.06
3256,0.061
3263,0.055
3291,0.049
3401,0.05
3446,0.064
3451,0.058
3452,0.066
3569,0.039
3580,0.063
3583,0.042
3714,0.036
3819,0.093
3868,0.026
3869,0.051
3874,0.092
3895,0.029
4226,0.078
4233,0.047
4271,0.037
4355,0.03
4384,0.017
4447,0.089
4587,0.066
4744,0.026
4808,0.071
4827,0.11
4833,0.11
5278,0.045
5338,0.054
5457,0.11
5520,0.141
5567,0.072
5691,0.071
5759,0.074
5795,0.099
5868,0.067
5971,0.024
6115,0.099
6118,0.05
6211,0.055
6321,0.021
6371,0.022
6437,0.058
6521,0.087
6577,0.076
6666,0.068
6889,0.079
6909,0.022
6926,0.11
6940,0.331
6941,0.078
7211,0.032
7214,0.016
7457,0.046
7499,0.087
7505,0.042
7562,0.027
7570,0.048
7575,0.093
7691,0.109
7709,0.126
7765,0.076
7951,0.053
8198,0.019
8415,0.088
8492,0.118
8517,0.045
8531,0.037
8537,0.114
8653,0.03
8668,0.037
8762,0.054
8876,0.058
8894,0.044
8899,0.057
8962,0.039
9172,0.143
9233,0.034
9234,0.031
9273,0.229
9278,0.038
9320,0.057
9501,0.029
9517,0.045
9601,0.073
9835,0.018
9886,0.093
9949,0.06
10043,0.036
10063,0.088
10093,0.063
10167,0.069
10374,0.179
10497,0.087
10513,0.039
10632,0.06
10686,0.018
10718,0.059
10723,0.11
10785,0.073
10810,0.053
10876,0.11
10897,0.032
10969,0.068
11073,0.048
11095,0.05
11128,0.043
11151,0.019
11210,0.03
11253,0.02
11356,0.047
11456,0.058
11575,0.053
11612,0.076
11699,0.032
11856,0.021
11906,0.082
11920,0.052
11932,0.017
11947,0.023
11950,0.03
11996,0.044
12030,0.062
12110,0.047
12188,0.06
12209,0.039
12213,0.11
