t_index,tf-idf
77,0.015
102,0.03
103,0.017
114,0.019
135,0.023
225,0.014
336,0.013
337,0.006
345,0.017
367,0.008
383,0.013
482,0.029
539,0.025
563,0.015
568,0.015
570,0.029
585,0.016
620,0.012
666,0.009
674,0.041
716,0.023
828,0.032
836,0.02
839,0.04
1095,0.021
1154,0.099
1162,0.02
1193,0.01
1336,0.404
1362,0.032
1382,0.034
1510,0.008
1574,0.051
1579,0.028
1619,0.053
1650,0.022
1696,0.024
1729,0.014
1736,0.04
1746,0.098
1750,0.027
1790,0.045
1881,0.024
1945,0.03
1958,0.01
2077,0.018
2082,0.069
2085,0.018
2094,0.113
2097,0.04
2139,0.036
2158,0.022
2186,0.04
2213,0.03
2223,0.029
2244,0.027
2273,0.031
2316,0.027
2345,0.027
2347,0.018
2367,0.025
2419,0.023
2440,0.109
2522,0.028
2574,0.099
2629,0.013
2723,0.038
2753,0.052
2754,0.038
2838,0.017
2967,0.04
2993,0.025
3034,0.024
3177,0.027
3181,0.043
3206,0.024
3242,0.035
3324,0.016
3329,0.021
3359,0.033
3569,0.018
3587,0.015
3602,0.023
3621,0.019
3658,0.045
3660,0.035
3700,0.023
3725,0.033
3736,0.012
3791,0.029
3857,0.023
3868,0.023
3935,0.03
3939,0.019
3942,0.024
4057,0.02
4119,0.016
4146,0.018
4168,0.038
4218,0.024
4271,0.033
4331,0.036
4354,0.032
4425,0.016
4459,0.022
4521,0.017
4544,0.037
4563,0.023
4574,0.022
4589,0.198
4614,0.099
4627,0.015
4850,0.025
4968,0.009
4979,0.031
5078,0.027
5156,0.032
5178,0.04
5190,0.037
5219,0.044
5284,0.023
5361,0.045
5390,0.01
5398,0.059
5438,0.014
5520,0.021
5543,0.029
5570,0.034
5631,0.02
5666,0.032
5716,0.015
5766,0.013
5971,0.022
5973,0.014
5976,0.012
6004,0.019
6041,0.021
6061,0.035
6062,0.034
6098,0.026
6102,0.042
6176,0.011
6388,0.038
6411,0.066
6413,0.008
6454,0.026
6462,0.04
6618,0.024
6749,0.012
6861,0.032
6939,0.029
7104,0.013
7109,0.099
7211,0.043
7212,0.034
7214,0.028
7352,0.037
7359,0.024
7392,0.024
7419,0.016
7433,0.062
7434,0.011
7485,0.008
7507,0.023
7527,0.015
7562,0.012
7604,0.028
7763,0.018
7778,0.209
7898,0.017
7910,0.031
7921,0.037
8044,0.01
8063,0.03
8064,0.025
8112,0.023
8169,0.029
8192,0.027
8270,0.015
8310,0.173
8330,0.027
8331,0.017
8337,0.029
8348,0.022
8357,0.028
8384,0.061
8537,0.026
8546,0.027
8672,0.017
8699,0.014
8804,0.045
8818,0.056
8835,0.008
9043,0.012
9083,0.029
9088,0.029
9091,0.148
9155,0.644
9198,0.033
9209,0.012
9278,0.029
9372,0.062
9384,0.004
9513,0.017
9563,0.138
9593,0.062
9734,0.042
9758,0.012
10003,0.025
10469,0.045
10555,0.021
10586,0.049
10686,0.008
10687,0.015
10835,0.012
10913,0.03
10970,0.023
10977,0.04
11014,0.01
11121,0.021
11151,0.026
11153,0.037
11183,0.02
11191,0.02
11196,0.03
11253,0.009
11345,0.037
11400,0.034
11444,0.032
11468,0.038
11733,0.042
11742,0.025
11844,0.02
11856,0.009
11859,0.04
11918,0.038
11922,0.022
11947,0.021
11988,0.026
12002,0.03
12023,0.014
12101,0.009
12188,0.054
12209,0.035
