t_index,tf-idf
109,0.015
114,0.018
191,0.03
330,0.015
336,0.026
367,0.062
448,0.01
449,0.042
471,0.017
485,0.012
546,0.028
568,0.014
620,0.047
632,0.026
633,0.037
634,0.015
669,0.031
682,0.038
735,0.013
759,0.007
877,0.012
928,0.016
947,0.014
1009,0.025
1018,0.046
1095,0.02
1151,0.022
1335,0.015
1344,0.02
1351,0.021
1361,0.074
1362,0.015
1431,0.035
1438,0.07
1467,0.038
1510,0.015
1513,0.074
1522,0.011
1574,0.016
1680,0.067
1712,0.029
1759,0.037
1796,0.052
1945,0.019
1951,0.031
2011,0.026
2027,0.022
2037,0.043
2054,0.029
2066,0.01
2088,0.023
2093,0.019
2235,0.027
2259,0.037
2285,0.025
2317,0.037
2358,0.007
2361,0.029
2458,0.022
2465,0.016
2526,0.015
2629,0.013
2651,0.018
2663,0.022
2711,0.024
2733,0.018
2773,0.027
2801,0.071
2804,0.023
2880,0.048
2886,0.018
2889,0.021
2921,0.092
2927,0.024
2962,0.031
3025,0.035
3071,0.044
3098,0.016
3138,0.016
3161,0.021
3167,0.026
3202,0.035
3211,0.027
3253,0.012
3324,0.016
3345,0.022
3422,0.009
3440,0.056
3501,0.031
3540,0.02
3569,0.009
3604,0.031
3639,0.012
3642,0.077
3687,0.019
3714,0.015
3736,0.067
3742,0.012
3752,0.034
3768,0.037
3796,0.015
3807,0.018
3853,0.018
3859,0.02
3868,0.045
3895,0.006
4002,0.011
4035,0.012
4054,0.017
4073,0.02
4088,0.035
4119,0.015
4137,0.025
4146,0.018
4154,0.018
4157,0.048
4201,0.017
4271,0.016
4294,0.011
4300,0.048
4330,0.009
4353,0.04
4355,0.013
4365,0.027
4384,0.045
4420,0.014
4425,0.039
4468,0.08
4483,0.056
4527,0.048
4554,0.056
4612,0.259
4648,0.013
4666,0.069
4684,0.017
4738,0.032
4767,0.022
4798,0.026
4820,0.029
4849,0.043
4850,0.048
4893,0.014
4908,0.008
4932,0.02
4939,0.011
4949,0.036
5018,0.015
5019,0.093
5154,0.028
5190,0.009
5263,0.013
5316,0.019
5319,0.018
5359,0.03
5591,0.015
5613,0.028
5653,0.048
5752,0.048
5755,0.048
5768,0.04
5806,0.02
5931,0.048
5936,0.036
5947,0.052
5951,0.115
5971,0.011
5976,0.012
6030,0.012
6044,0.023
6076,0.017
6110,0.528
6117,0.017
6124,0.031
6142,0.013
6171,0.026
6176,0.011
6192,0.016
6194,0.021
6206,0.031
6213,0.011
6214,0.019
6220,0.022
6242,0.041
6243,0.015
6370,0.012
6398,0.017
6413,0.008
6432,0.236
6481,0.035
6517,0.161
6524,0.022
6585,0.032
6627,0.011
6660,0.024
6665,0.043
6666,0.029
6736,0.037
6749,0.012
6771,0.052
6825,0.094
6827,0.021
6880,0.032
6891,0.015
6939,0.028
6959,0.019
6972,0.032
6974,0.07
6985,0.032
6998,0.01
7116,0.048
7157,0.012
7211,0.028
7239,0.043
7241,0.115
7295,0.023
7333,0.02
7375,0.014
7432,0.015
7433,0.038
7442,0.03
7457,0.01
7485,0.004
7501,0.026
7535,0.015
7606,0.013
7702,0.025
7704,0.049
7764,0.02
7779,0.01
7807,0.014
7820,0.037
7839,0.067
7898,0.017
7917,0.022
7923,0.029
7934,0.02
7982,0.059
7986,0.026
8038,0.011
8065,0.025
8102,0.012
8138,0.033
8139,0.025
8161,0.037
8168,0.016
8218,0.026
8270,0.005
8348,0.042
8358,0.016
8401,0.017
8403,0.025
8414,0.288
8506,0.037
8627,0.02
8689,0.04
8721,0.015
8731,0.018
8790,0.038
8812,0.018
8835,0.008
8841,0.021
8884,0.027
8923,0.026
8925,0.031
8933,0.017
8972,0.021
9043,0.035
9072,0.03
9082,0.04
9103,0.018
9145,0.02
9215,0.02
9278,0.047
9372,0.024
9451,0.048
9461,0.061
9481,0.048
9484,0.126
9501,0.025
9516,0.048
9518,0.017
9520,0.014
9553,0.019
9596,0.052
9601,0.011
9657,0.023
9798,0.032
9802,0.014
9812,0.028
9857,0.046
9858,0.054
9869,0.032
9888,0.04
9941,0.023
9953,0.023
10019,0.067
10041,0.021
10044,0.042
10048,0.015
10083,0.028
10099,0.033
10105,0.029
10106,0.056
10140,0.056
10154,0.018
10235,0.015
10244,0.035
10255,0.009
10262,0.015
10329,0.022
10365,0.016
10394,0.029
10529,0.036
10633,0.048
10686,0.024
10697,0.013
10727,0.055
10750,0.033
10753,0.015
10781,0.056
10782,0.013
10785,0.016
10799,0.018
10893,0.013
10915,0.027
10951,0.04
10970,0.016
10979,0.053
10986,0.025
11014,0.009
11066,0.024
11070,0.022
11095,0.022
11143,0.043
11147,0.043
11151,0.008
11234,0.012
11253,0.004
11285,0.031
11314,0.198
11424,0.048
11429,0.022
11610,0.027
11684,0.068
11707,0.103
11708,0.153
11724,0.048
11757,0.013
11786,0.024
11848,0.019
11857,0.059
11901,0.02
11904,0.009
11947,0.02
11950,0.04
11962,0.043
11996,0.019
12002,0.015
12063,0.028
12101,0.008
12122,0.029
12164,0.048
12186,0.026
12188,0.009
12191,0.035
12214,0.017
12216,0.027
