t_index,tf-idf
25,0.001
70,0.003
86,0.002
102,0.001
157,0.002
166,0.002
206,0.001
225,0.001
269,0.056
269,0.056
269,0.056
269,0.056
269,0.056
269,0.056
269,0.056
269,0.056
269,0.056
269,0.056
269,0.056
269,0.056
269,0.056
269,0.056
269,0.056
269,0.056
269,0.056
269,0.056
269,0.056
269,0.056
269,0.056
269,0.056
269,0.056
328,0.001
340,0.003
340,0.003
367,0.001
367,0.001
383,0.001
397,0.002
400,0.004
473,0.003
620,0.001
669,0.001
671,0.002
703,0.002
703,0.002
759,0.001
808,0.011
808,0.011
808,0.011
808,0.011
808,0.011
947,0.001
964,0.01
964,0.01
964,0.01
964,0.01
964,0.01
964,0.01
964,0.01
968,0.002
968,0.002
983,0.004
985,0.002
1018,0.001
1100,0.005
1100,0.005
1193,0.001
1263,0.002
1344,0.002
1372,0.003
1401,0.002
1401,0.002
1529,0.001
1551,0.003
1551,0.003
1619,0.001
1675,0.007
1675,0.007
1675,0.007
1723,0.001
1729,0.005
1729,0.005
1729,0.005
1729,0.005
1915,0.003
1920,0.002
1986,0.002
2066,0.001
2085,0.003
2085,0.003
2091,0.008
2091,0.008
2091,0.008
2091,0.008
2091,0.008
2091,0.008
2115,0.001
2116,0.002
2119,0.002
2140,0.006
2140,0.006
2140,0.006
2140,0.006
2148,0.002
2213,0.001
2219,0.003
2252,0.001
2343,0.01
2343,0.01
2343,0.01
2343,0.01
2343,0.01
2358,0.001
2366,0.002
2413,0.002
2440,0.002
2441,0.003
2441,0.003
2444,0.005
2444,0.005
2551,0.004
2551,0.004
2606,0.006
2606,0.006
2615,0.001
2615,0.001
2664,0.001
2686,0.001
2720,0.003
2741,0.002
2742,0.009
2742,0.009
2742,0.009
2742,0.009
2742,0.009
2742,0.009
2742,0.009
2742,0.009
2742,0.009
2767,0.002
2807,0.001
2826,0.003
2826,0.003
2838,0.003
2838,0.003
2902,0.003
2923,0.004
2923,0.004
2923,0.004
2969,0.003
2969,0.003
3007,0.003
3245,0.002
3264,0.003
3284,0.002
3298,0.005
3298,0.005
3343,0.004
3343,0.004
3343,0.004
3343,0.004
3343,0.004
3358,0.008
3358,0.008
3421,0.002
3422,0.002
3422,0.002
3470,0.002
3536,0.003
3549,0.002
3559,0.002
3569,0.002
3569,0.002
3569,0.002
3573,0.005
3573,0.005
3573,0.005
3574,0.002
3582,0.002
3601,0.002
3602,0.002
3606,0.004
3608,0.002
3639,0.001
3661,0.003
3661,0.003
3687,0.003
3687,0.003
3742,0.003
3742,0.003
3742,0.003
3766,0.004
3767,0.002
3774,0.002
3782,0.001
3791,0.001
3796,0.001
4025,0.001
4025,0.001
4123,0.003
4138,0.002
4143,0.008
4143,0.008
4201,0.009
4201,0.009
4201,0.009
4201,0.009
4201,0.009
4201,0.009
4294,0.002
4294,0.002
4329,0.002
4330,0.002
4330,0.002
4356,0.001
4384,0.003
4384,0.003
4384,0.003
4384,0.003
4403,0.002
4405,0.001
4425,0.007
4425,0.007
4425,0.007
4425,0.007
4425,0.007
4425,0.007
4425,0.007
4425,0.007
4425,0.007
4425,0.007
4426,0.004
4489,0.005
4489,0.005
4508,0.002
4526,0.002
4526,0.002
4648,0.003
4648,0.003
4648,0.003
4671,0.001
4716,0.004
4744,0.001
4754,0.002
4770,0.004
4791,0.001
4798,0.001
4798,0.001
4936,0.013
4936,0.013
4936,0.013
4939,0.001
4958,0.002
4980,0.001
5065,0.004
5069,0.004
5075,0.002
5105,0.007
5105,0.007
5105,0.007
5147,0.001
5190,0.002
5190,0.002
5213,0.009
5213,0.009
5213,0.009
5213,0.009
5213,0.009
5213,0.009
5226,0.004
5263,0.001
5319,0.003
5319,0.003
5345,0.001
5349,0.002
5354,0.011
5354,0.011
5354,0.011
5354,0.011
5354,0.011
5354,0.011
5354,0.011
5354,0.011
5354,0.011
5354,0.011
5354,0.011
5366,0.001
5438,0.002
5438,0.002
5479,0.002
5506,0.008
5506,0.008
5562,0.004
5562,0.004
5638,0.007
5638,0.007
5771,0.001
5806,0.001
5838,0.004
5839,0.088
5839,0.088
5839,0.088
5839,0.088
5839,0.088
5839,0.088
5839,0.088
5839,0.088
5839,0.088
5839,0.088
5839,0.088
5839,0.088
5839,0.088
5839,0.088
5839,0.088
5839,0.088
5839,0.088
5839,0.088
5839,0.088
5839,0.088
5839,0.088
5839,0.088
5839,0.088
5839,0.088
5839,0.088
5839,0.088
5839,0.088
5839,0.088
5839,0.088
5839,0.088
5839,0.088
5839,0.088
5839,0.088
5839,0.088
5839,0.088
5839,0.088
5839,0.088
5839,0.088
5839,0.088
5839,0.088
5839,0.088
5839,0.088
5839,0.088
5839,0.088
5839,0.088
5839,0.088
5839,0.088
5840,0.004
5846,0.013
5846,0.013
5846,0.013
5846,0.013
5846,0.013
5846,0.013
5846,0.013
5846,0.013
5846,0.013
5870,0.004
5901,0.002
5947,0.002
5978,0.007
5978,0.007
6019,0.003
6019,0.003
6019,0.003
6019,0.003
6020,0.002
6028,0.002
6028,0.002
6036,0.001
6052,0.003
6053,0.005
6053,0.005
6148,0.002
6176,0.001
6192,0.001
6213,0.005
6213,0.005
6213,0.005
6213,0.005
6213,0.005
6213,0.005
6214,0.002
6220,0.001
6251,0.003
6251,0.003
6321,0.001
6370,0.002
6370,0.002
6371,0.001
6413,0.001
6413,0.001
6531,0.002
6618,0.001
6682,0.008
6682,0.008
6752,0.01
6752,0.01
6752,0.01
6752,0.01
6752,0.01
6752,0.01
6752,0.01
6752,0.01
6825,0.001
6850,0.002
6857,0.002
6896,0.003
6992,0.013
6992,0.013
6992,0.013
6992,0.013
6992,0.013
6992,0.013
6992,0.013
6992,0.013
6992,0.013
6992,0.013
6992,0.013
6998,0.001
7130,0.004
7130,0.004
7130,0.004
7130,0.004
7130,0.004
7132,0.003
7135,0.004
7135,0.004
7167,0.002
7187,0.002
7214,0.004
7214,0.004
7214,0.004
7214,0.004
7214,0.004
7214,0.004
7224,0.001
7224,0.001
7229,0.002
7307,0.002
7373,0.003
7375,0.001
7410,0.002
7414,0.006
7414,0.006
7420,0.003
7420,0.003
7433,0.003
7433,0.003
7433,0.003
7433,0.003
7485,0.001
7485,0.001
7485,0.001
7508,0.001
7779,0.005
7779,0.005
7779,0.005
7779,0.005
7779,0.005
7781,0.001
7783,0.003
7783,0.003
7785,0.004
7785,0.004
7807,0.001
7857,0.001
7898,0.001
7898,0.001
7898,0.001
7982,0.002
8038,0.001
8058,0.001
8117,0.005
8117,0.005
8117,0.005
8117,0.005
8117,0.005
8146,0.004
8146,0.004
8168,0.001
8170,0.002
8170,0.002
8171,0.003
8171,0.003
8198,0.003
8198,0.003
8198,0.003
8198,0.003
8234,0.003
8270,0.002
8270,0.002
8270,0.002
8270,0.002
8272,0.002
8272,0.002
8292,0.002
8310,0.002
8310,0.002
8313,0.013
8313,0.013
8313,0.013
8313,0.013
8331,0.001
8372,0.003
8392,0.004
8393,0.001
8401,0.001
8419,0.001
8501,0.004
8502,0.002
8502,0.002
8517,0.003
8517,0.003
8604,0.002
8645,0.003
8656,0.005
8656,0.005
8664,0.002
8666,0.002
8672,0.001
8699,0.002
8699,0.002
8708,0.002
8721,0.001
8756,0.002
8764,0.002
8773,0.001
8778,0.004
8778,0.004
8782,0.001
8814,0.006
8814,0.006
8814,0.006
8818,0.001
8887,0.002
8887,0.002
8887,0.002
8889,0.002
8894,0.002
8899,0.002
8920,0.003
8926,0.004
8926,0.004
8931,0.002
8931,0.002
8937,0.003
8945,0.001
8972,0.003
8972,0.003
8972,0.003
8994,0.002
9043,0.001
9086,0.003
9125,0.002
9206,0.004
9209,0.001
9215,0.002
9215,0.002
