t_index,tf-idf
5,0.003
66,0.002
77,0.002
86,0.003
105,0.004
130,0.002
197,0.002
210,0.002
225,0.002
319,0.014
319,0.014
319,0.014
319,0.014
319,0.014
319,0.014
323,0.002
337,0.001
337,0.001
340,0.002
383,0.003
383,0.003
425,0.003
442,0.002
485,0.002
487,0.002
568,0.002
666,0.001
669,0.002
703,0.001
706,0.003
892,0.005
923,0.003
928,0.002
964,0.002
993,0.004
1132,0.002
1148,0.003
1176,0.004
1267,0.011
1267,0.011
1285,0.005
1401,0.002
1405,0.004
1510,0.001
1516,0.003
1522,0.001
1574,0.002
1650,0.003
1729,0.002
1882,0.001
1958,0.004
1958,0.004
1958,0.004
2072,0.002
2093,0.003
2096,0.002
2129,0.005
2153,0.002
2216,0.012
2216,0.012
2216,0.012
2229,0.002
2246,0.005
2252,0.001
2264,0.002
2312,0.004
2343,0.003
2358,0.003
2358,0.003
2358,0.003
2413,0.005
2413,0.005
2440,0.002
2510,0.003
2551,0.003
2605,0.003
2615,0.001
2637,0.005
2643,0.003
2650,0.003
2660,0.002
2662,0.002
2686,0.002
2690,0.003
2690,0.003
2733,0.005
2733,0.005
2741,0.009
2741,0.009
2741,0.009
2741,0.009
2742,0.002
2921,0.002
2923,0.002
2935,0.003
3037,0.006
3038,0.005
3055,0.019
3055,0.019
3055,0.019
3055,0.019
3055,0.019
3056,0.011
3056,0.011
3150,0.004
3283,0.005
3283,0.005
3314,0.002
3343,0.009
3343,0.009
3343,0.009
3343,0.009
3343,0.009
3343,0.009
3343,0.009
3343,0.009
3422,0.001
3427,0.004
3429,0.003
3559,0.003
3631,0.004
3639,0.002
3648,0.002
3659,0.003
3669,0.006
3707,0.004
3718,0.003
3727,0.003
3742,0.002
3767,0.003
3791,0.004
3791,0.004
3880,0.006
3880,0.006
3880,0.006
3942,0.003
4002,0.001
4014,0.005
4025,0.004
4025,0.004
4025,0.004
4025,0.004
4035,0.003
4035,0.003
4054,0.002
4055,0.006
4055,0.006
4057,0.001
4081,0.001
4119,0.002
4291,0.002
4294,0.003
4294,0.003
4330,0.001
4356,0.002
4425,0.01
4425,0.01
4425,0.01
4425,0.01
4425,0.01
4425,0.01
4425,0.01
4425,0.01
4425,0.01
4425,0.01
4535,0.006
4744,0.004
4744,0.004
4744,0.004
4791,0.002
5028,0.005
5140,0.004
5147,0.006
5147,0.006
5147,0.006
5188,0.004
5190,0.001
5218,0.002
5219,0.003
5259,0.003
5305,0.002
5319,0.002
5398,0.002
5438,0.002
5716,0.004
5716,0.004
5846,0.021
5846,0.021
5846,0.021
5846,0.021
5846,0.021
5846,0.021
5846,0.021
5846,0.021
5846,0.021
5846,0.021
5902,0.005
5964,0.007
5964,0.007
5964,0.007
5971,0.002
5971,0.002
5971,0.002
5976,0.003
5976,0.003
5999,0.003
6019,0.006
6019,0.006
6019,0.006
6019,0.006
6019,0.006
6020,0.006
6020,0.006
6051,0.004
6053,0.004
6117,0.002
6124,0.003
6124,0.003
6124,0.003
6213,0.001
6242,0.002
6261,0.004
6295,0.005
6370,0.003
6370,0.003
6371,0.001
6398,0.002
6413,0.002
6413,0.002
6467,0.006
6515,0.003
6581,0.007
6581,0.007
6581,0.007
6724,0.004
6736,0.004
6736,0.004
6736,0.004
6749,0.002
6751,0.005
6752,0.028
6752,0.028
6752,0.028
6752,0.028
6752,0.028
6752,0.028
6752,0.028
6752,0.028
6752,0.028
6752,0.028
6752,0.028
6752,0.028
6752,0.028
6752,0.028
6752,0.028
6757,0.004
6775,0.005
6775,0.005
6775,0.005
6794,0.006
6856,0.003
6883,0.005
6889,0.009
6889,0.009
6889,0.009
6889,0.009
6889,0.009
6889,0.009
6904,0.004
6905,0.007
6905,0.007
6909,0.001
6955,0.003
6982,0.001
7130,0.001
7158,0.002
7196,0.004
7214,0.01
7214,0.01
7214,0.01
7214,0.01
7214,0.01
7214,0.01
7214,0.01
7214,0.01
7214,0.01
7214,0.01
7214,0.01
7224,0.001
7234,0.001
7244,0.004
7286,0.006
7376,0.004
7415,0.004
7434,0.001
7450,0.026
7450,0.026
7450,0.026
7450,0.026
7450,0.026
7505,0.002
7570,0.003
7772,0.008
7772,0.008
7772,0.008
7779,0.001
7781,0.002
7841,0.004
7898,0.001
7902,0.002
8038,0.001
8044,0.001
8117,0.001
8146,0.003
8147,0.004
8147,0.004
8168,0.004
8168,0.004
8171,0.002
8198,0.002
8198,0.002
8270,0.005
8270,0.005
8270,0.005
8270,0.005
8270,0.005
8270,0.005
8270,0.005
8270,0.005
8270,0.005
8272,0.001
8284,0.004
8285,0.003
8298,0.002
8320,0.023
8320,0.023
8320,0.023
8320,0.023
8320,0.023
8320,0.023
8320,0.023
8320,0.023
8327,0.005
8400,0.004
8448,0.005
8460,0.002
8551,0.005
8578,0.004
8578,0.004
8686,0.003
8708,0.003
8756,0.003
8764,0.006
8764,0.006
8781,0.003
8835,0.001
8881,0.006
8881,0.006
8894,0.01
8894,0.01
8894,0.01
8894,0.01
8917,0.007
8917,0.007
8917,0.007
8953,0.004
9209,0.003
9209,0.003
9215,0.001
9272,0.003
9278,0.003
9278,0.003
9278,0.003
9278,0.003
9278,0.003
9278,0.003
9278,0.003
9278,0.003
9278,0.003
9327,0.003
9372,0.002
9377,0.002
9424,0.003
9435,0.004
9565,0.005
9565,0.005
9568,0.006
9568,0.006
9573,0.008
9573,0.008
9573,0.008
9574,0.011
9574,0.011
9574,0.011
9574,0.011
9574,0.011
9575,0.022
9575,0.022
9575,0.022
9575,0.022
9575,0.022
9575,0.022
9575,0.022
9575,0.022
9575,0.022
9600,0.003
9640,0.004
9663,0.004
9802,0.002
9924,0.002
9977,0.004
10002,0.003
10229,0.006
10235,0.002
10255,0.002
10255,0.002
10255,0.002
10258,0.002
10268,0.006
10301,0.006
10301,0.006
10301,0.006
10329,0.002
10329,0.002
10366,0.003
10427,0.002
10432,0.004
10438,0.002
10534,0.002
10556,0.004
10556,0.004
10556,0.004
10561,0.003
10616,0.004
10639,0.003
10686,0.001
10717,0.004
10818,0.002
10849,0.005
10897,0.002
11040,0.005
11040,0.005
11040,0.005
11049,0.004
11076,0.002
11088,0.002
11113,0.006
11113,0.006
11151,0.002
11151,0.002
11176,0.004
11183,0.003
11426,0.003
11431,0.003
11540,0.003
11716,0.006
11775,0.002
11790,0.002
11804,0.002
11856,0.001
11857,0.003
11857,0.003
11901,0.003
11904,0.002
11904,0.002
11932,0.001
11956,0.006
11956,0.006
11956,0.006
12030,0.002
12104,0.004
12104,0.004
12188,0.001
12188,0.001
12226,0.012
12226,0.012
12226,0.012
12226,0.012
12226,0.012
12227,0.015
12227,0.015
12227,0.015
12227,0.015
12227,0.015
12227,0.015
12227,0.015
12227,0.015
12264,0.004
