t_index,tf-idf
66,0.047
158,0.1
272,0.06
312,0.058
337,0.018
497,0.059
509,0.119
636,0.072
1102,0.064
1478,0.076
1562,0.041
1583,0.066
1584,0.12
1689,0.055
1693,0.065
1801,0.037
1893,0.223
2180,0.097
2213,0.045
2252,0.067
2323,0.056
2358,0.021
2753,0.052
2784,0.404
3324,0.049
3327,0.115
3343,0.081
3461,0.074
3594,0.067
3718,0.068
4035,0.037
4055,0.07
4057,0.12
4119,0.047
4171,0.184
4294,0.067
4598,0.15
4735,0.135
4798,0.027
4893,0.044
5122,0.115
5349,0.081
6017,0.039
6019,0.028
6129,0.225
6486,0.193
6581,0.115
6775,0.119
6902,0.115
6909,0.03
6927,0.072
6992,0.085
7104,0.041
7130,0.026
7214,0.064
7224,0.024
7457,0.031
7570,0.065
7735,0.147
7909,0.28
7939,0.307
7942,0.066
8117,0.033
8168,0.049
8258,0.046
8270,0.059
8298,0.096
8307,0.071
8331,0.051
8596,0.071
8887,0.043
8972,0.066
9125,0.062
9209,0.037
9215,0.031
9278,0.009
9384,0.013
9412,0.056
9506,0.08
9538,0.088
9939,0.15
10121,0.061
10329,0.023
10639,0.078
10970,0.017
11013,0.081
11014,0.029
11119,0.095
11402,0.092
11429,0.023
11600,0.145
11774,0.15
11781,0.063
11976,0.036
12188,0.014
