t_index,tf-idf
74,0.078
102,0.02
104,0.024
117,0.036
174,0.201
175,0.153
312,0.026
313,0.075
323,0.041
337,0.008
367,0.033
383,0.035
447,0.028
448,0.028
456,0.025
513,0.223
515,0.053
539,0.017
620,0.017
634,0.021
636,0.032
666,0.074
703,0.113
776,0.135
968,0.064
1062,0.245
1111,0.022
1166,0.022
1193,0.042
1196,0.2
1220,0.029
1324,0.037
1361,0.157
1522,0.03
1609,0.017
1619,0.018
1801,0.017
1870,0.039
1875,0.061
1916,0.017
1958,0.042
2028,0.038
2066,0.014
2077,0.05
2153,0.02
2161,0.181
2188,0.027
2213,0.041
2522,0.115
2542,0.114
2630,0.029
2664,0.023
2790,0.046
2791,0.076
2813,0.015
2817,0.024
2922,0.032
3161,0.03
3181,0.059
3252,0.017
3322,0.034
3329,0.028
3372,0.029
3395,0.049
3433,0.031
3538,0.03
3569,0.024
3630,0.031
3639,0.017
3658,0.031
3804,0.032
3854,0.041
3866,0.032
3892,0.034
3901,0.122
4025,0.011
4371,0.039
4403,0.026
4526,0.034
4627,0.021
4679,0.122
4680,0.07
4791,0.018
4798,0.024
4837,0.029
4908,0.012
4932,0.028
4972,0.089
5077,0.034
5079,0.094
5287,0.04
5322,0.041
5390,0.079
5426,0.081
5479,0.029
5487,0.05
5741,0.026
5766,0.009
5809,0.038
5905,0.265
5971,0.007
5997,0.02
6036,0.021
6148,0.05
6176,0.031
6194,0.03
6397,0.112
6420,0.041
6599,0.018
6618,0.016
6659,0.025
6733,0.032
6775,0.018
6776,0.033
6825,0.019
6868,0.037
6889,0.016
6909,0.013
6982,0.016
7139,0.03
7157,0.035
7208,0.056
7211,0.02
7295,0.032
7419,0.022
7434,0.031
7475,0.046
7485,0.017
7501,0.018
7527,0.041
7535,0.021
7551,0.025
7562,0.017
7914,0.029
7986,0.037
8038,0.016
8044,0.028
8053,0.035
8112,0.032
8229,0.039
8258,0.021
8288,0.036
8298,0.022
8357,0.039
8384,0.028
8401,0.047
8403,0.069
8460,0.027
8461,0.017
8502,0.016
8698,0.062
8725,0.044
8768,0.021
8773,0.022
8818,0.019
9215,0.014
9270,0.202
9278,0.059
9281,0.014
9372,0.017
9373,0.121
9384,0.012
9484,0.02
9501,0.018
9516,0.017
9522,0.02
9587,0.032
9608,0.02
9612,0.014
9800,0.037
9802,0.02
10043,0.022
10078,0.286
10088,0.034
10105,0.02
10154,0.026
10255,0.006
10357,0.018
10515,0.062
10552,0.044
10556,0.013
10590,0.296
10658,0.238
10731,0.027
10781,0.026
10834,0.045
10913,0.02
10917,0.054
10922,0.011
11014,0.106
11030,0.041
11037,0.031
11097,0.057
11151,0.012
11200,0.036
11253,0.036
11317,0.036
11416,0.041
11429,0.021
11566,0.042
11569,0.015
11750,0.037
11757,0.076
11857,0.05
11880,0.026
11976,0.016
12062,0.023
12101,0.012
12128,0.023
12188,0.006
12193,0.059
12194,0.145
12198,0.018
