t_index,tf-idf
14,0.003
74,0.003
74,0.003
82,0.002
106,0.004
109,0.004
109,0.004
117,0.007
117,0.007
117,0.007
117,0.007
117,0.007
131,0.003
175,0.003
185,0.002
206,0.001
282,0.002
294,0.005
295,0.004
296,0.003
319,0.004
319,0.004
323,0.002
337,0.001
367,0.005
367,0.005
367,0.005
367,0.005
367,0.005
367,0.005
409,0.004
422,0.003
425,0.003
448,0.001
454,0.003
456,0.002
488,0.001
509,0.002
513,0.005
513,0.005
516,0.003
539,0.001
548,0.004
563,0.003
563,0.003
568,0.002
579,0.001
620,0.001
666,0.004
666,0.004
666,0.004
666,0.004
703,0.001
774,0.003
775,0.003
836,0.002
919,0.003
945,0.002
954,0.002
968,0.001
990,0.005
1018,0.004
1018,0.004
1062,0.002
1166,0.004
1166,0.004
1193,0.001
1286,0.004
1310,0.006
1335,0.002
1341,0.005
1341,0.005
1385,0.005
1522,0.001
1562,0.002
1619,0.001
1685,0.002
1689,0.002
1691,0.003
1712,0.003
1801,0.001
1882,0.001
1888,0.005
1888,0.005
1901,0.008
1901,0.008
1901,0.008
1945,0.001
1982,0.002
2016,0.002
2028,0.003
2028,0.003
2028,0.003
2052,0.003
2066,0.001
2072,0.003
2072,0.003
2082,0.002
2235,0.003
2264,0.004
2264,0.004
2264,0.004
2343,0.003
2358,0.001
2363,0.003
2510,0.002
2583,0.003
2615,0.001
2660,0.002
2662,0.001
2679,0.005
2679,0.005
2690,0.002
2748,0.002
2753,0.002
2766,0.007
2766,0.007
2766,0.007
2766,0.007
2766,0.007
2794,0.003
2807,0.002
2813,0.001
2817,0.004
2817,0.004
2918,0.002
2969,0.002
3024,0.003
3087,0.003
3181,0.002
3252,0.001
3268,0.002
3321,0.003
3322,0.003
3351,0.003
3381,0.002
3388,0.002
3422,0.001
3433,0.003
3452,0.002
3538,0.002
3549,0.003
3569,0.001
3631,0.003
3648,0.005
3648,0.005
3648,0.005
3657,0.004
3658,0.001
3736,0.001
3807,0.002
3843,0.005
3851,0.003
3943,0.002
4002,0.001
4025,0.002
4025,0.002
4035,0.001
4054,0.002
4057,0.002
4057,0.002
4058,0.004
4075,0.003
4160,0.004
4229,0.006
4276,0.003
4291,0.002
4294,0.003
4294,0.003
4425,0.003
4425,0.003
4425,0.003
4526,0.01
4526,0.01
4526,0.01
4526,0.01
4526,0.01
4526,0.01
4526,0.01
4570,0.002
4636,0.004
4671,0.002
4767,0.003
4798,0.002
4798,0.002
4842,0.003
4863,0.009
4863,0.009
4972,0.001
4980,0.002
5152,0.003
5162,0.005
5162,0.005
5190,0.003
5190,0.003
5190,0.003
5259,0.003
5319,0.002
5333,0.002
5342,0.004
5354,0.003
5354,0.003
5398,0.002
5405,0.015
5405,0.015
5405,0.015
5405,0.015
5405,0.015
5406,0.008
5406,0.008
5426,0.009
5426,0.009
5426,0.009
5426,0.009
5431,0.006
5437,0.002
5541,0.004
5559,0.006
5559,0.006
5573,0.002
5591,0.002
5726,0.003
5809,0.002
5905,0.002
5934,0.002
5961,0.004
5961,0.004
5971,0.001
5971,0.001
6041,0.001
6076,0.002
6087,0.002
6103,0.005
6124,0.003
6124,0.003
6124,0.003
6132,0.003
6160,0.002
6321,0.002
6321,0.002
6370,0.001
6397,0.001
6413,0.002
6413,0.002
6501,0.004
6515,0.002
6545,0.002
6545,0.002
6582,0.004
6582,0.004
6618,0.001
6643,0.005
6659,0.002
6689,0.003
6692,0.002
6736,0.001
6749,0.001
6825,0.002
6827,0.002
6850,0.003
6909,0.001
6963,0.003
6974,0.003
7012,0.006
7130,0.005
7130,0.005
7130,0.005
7130,0.005
7130,0.005
7142,0.002
7147,0.001
7182,0.002
7214,0.001
7330,0.002
7347,0.002
7410,0.003
7412,0.003
7415,0.003
7430,0.004
7434,0.004
7434,0.004
7434,0.004
7434,0.004
7434,0.004
7434,0.004
7438,0.002
7446,0.003
7501,0.006
7501,0.006
7501,0.006
7501,0.006
7535,0.002
7551,0.002
7718,0.004
7719,0.002
7779,0.004
7779,0.004
7779,0.004
7890,0.003
7897,0.01
7897,0.01
7897,0.01
7897,0.01
7897,0.01
7897,0.01
7898,0.001
7898,0.001
7991,0.002
8044,0.001
8146,0.003
8154,0.006
8154,0.006
8154,0.006
8154,0.006
8170,0.001
8223,0.006
