t_index,tf-idf
166,0.003
189,0.002
190,0.005
190,0.005
196,0.003
197,0.002
222,0.014
222,0.014
222,0.014
222,0.014
225,0.003
225,0.003
230,0.003
230,0.003
241,0.003
306,0.007
306,0.007
306,0.007
330,0.002
383,0.002
391,0.004
442,0.002
448,0.001
459,0.004
477,0.005
477,0.005
568,0.004
568,0.004
586,0.002
630,0.005
630,0.005
633,0.002
716,0.003
735,0.005
735,0.005
735,0.005
801,0.003
852,0.003
877,0.001
917,0.004
933,0.003
945,0.005
945,0.005
945,0.005
947,0.002
963,0.004
1024,0.005
1028,0.005
1035,0.012
1035,0.012
1035,0.012
1035,0.012
1057,0.002
1108,0.003
1132,0.002
1172,0.007
1172,0.007
1172,0.007
1172,0.007
1172,0.007
1350,0.002
1401,0.009
1401,0.009
1401,0.009
1401,0.009
1401,0.009
1401,0.009
1411,0.016
1411,0.016
1411,0.016
1411,0.016
1411,0.016
1522,0.001
1560,0.004
1582,0.002
1586,0.004
1609,0.002
1716,0.002
1723,0.004
1723,0.004
1805,0.002
1882,0.001
1916,0.004
1916,0.004
1916,0.004
1961,0.006
1961,0.006
1966,0.003
1967,0.003
2014,0.004
2026,0.003
2035,0.002
2149,0.009
2149,0.009
2149,0.009
2153,0.005
2153,0.005
2153,0.005
2264,0.002
2285,0.003
2311,0.004
2358,0.001
2401,0.003
2435,0.002
2449,0.002
2458,0.003
2464,0.004
2465,0.002
2480,0.003
2563,0.008
2563,0.008
2563,0.008
2563,0.008
2563,0.008
2581,0.002
2615,0.003
2615,0.003
2615,0.003
2615,0.003
2629,0.002
2635,0.002
2641,0.001
2647,0.003
2690,0.002
2721,0.004
2746,0.009
2746,0.009
2766,0.003
2766,0.003
2807,0.002
2813,0.001
2880,0.001
2942,0.002
2961,0.006
2961,0.006
3068,0.003
3076,0.003
3156,0.003
3169,0.004
3172,0.004
3227,0.004
3234,0.005
3242,0.004
3252,0.002
3259,0.003
3261,0.006
3261,0.006
3261,0.006
