t_index,tf-idf
101,0.005
101,0.005
190,0.003
222,0.021
222,0.021
222,0.021
222,0.021
222,0.021
225,0.004
225,0.004
306,0.005
306,0.005
323,0.004
323,0.004
328,0.002
329,0.004
337,0.002
337,0.002
366,0.002
440,0.005
448,0.003
448,0.003
470,0.003
477,0.006
477,0.006
539,0.002
579,0.004
579,0.004
619,0.004
633,0.006
633,0.006
703,0.002
735,0.002
877,0.002
968,0.001
1012,0.003
1102,0.006
1102,0.006
1172,0.002
1316,0.003
1340,0.004
1351,0.003
1401,0.022
1401,0.022
1401,0.022
1401,0.022
1401,0.022
1401,0.022
1401,0.022
1401,0.022
1401,0.022
1401,0.022
1401,0.022
1453,0.003
1456,0.003
1528,0.003
1551,0.003
1579,0.004
1619,0.002
1689,0.003
1708,0.007
1728,0.007
1803,0.003
1805,0.012
1805,0.012
1805,0.012
1805,0.012
1882,0.003
1882,0.003
1958,0.002
2035,0.016
2035,0.016
2035,0.016
2035,0.016
2035,0.016
2035,0.016
2149,0.007
2149,0.007
2153,0.002
2155,0.005
2232,0.008
2232,0.008
2252,0.002
2358,0.001
2465,0.002
2563,0.002
2612,0.003
2615,0.001
2629,0.004
2629,0.004
2630,0.003
2641,0.002
2807,0.002
2836,0.003
2880,0.006
2880,0.006
2880,0.006
2885,0.002
2942,0.003
3082,0.003
3206,0.004
3252,0.004
3252,0.004
3261,0.007
3261,0.007
3261,0.007
3436,0.003
3523,0.003
3600,0.006
3601,0.003
3610,0.013
3610,0.013
3687,0.003
3726,0.003
3736,0.003
3736,0.003
3773,0.015
3773,0.015
3782,0.005
3782,0.005
3796,0.002
3804,0.004
3910,0.002
3932,0.004
3939,0.003
4048,0.005
4077,0.002
4081,0.003
4081,0.003
4088,0.005
4145,0.009
4145,0.009
4145,0.009
4145,0.009
4145,0.009
4146,0.003
4150,0.008
4150,0.008
4154,0.003
4294,0.003
4294,0.003
4311,0.007
4330,0.001
4351,0.007
4403,0.003
4501,0.005
4521,0.005
4521,0.005
4566,0.007
4566,0.007
4627,0.002
4632,0.012
4632,0.012
4648,0.002
4671,0.002
4744,0.002
4893,0.002
4901,0.004
4908,0.003
4908,0.003
4939,0.002
4955,0.003
4968,0.003
4968,0.003
4972,0.001
5215,0.012
5215,0.012
5215,0.012
5215,0.012
5237,0.004
5263,0.002
5277,0.002
5302,0.002
5306,0.005
5513,0.022
5513,0.022
5513,0.022
5562,0.006
5562,0.006
5568,0.015
5568,0.015
5766,0.002
5766,0.002
5806,0.002
5809,0.002
5813,0.005
5961,0.005
5961,0.005
5973,0.002
6028,0.004
6028,0.004
6044,0.007
6044,0.007
6093,0.007
6108,0.003
6112,0.009
6112,0.009
6112,0.009
6112,0.009
6124,0.004
6124,0.004
6124,0.004
6132,0.004
6171,0.002
6176,0.003
6176,0.003
6241,0.003
6242,0.002
6321,0.001
6345,0.003
6359,0.002
6413,0.007
6413,0.007
6413,0.007
6413,0.007
6413,0.007
6413,0.007
6423,0.022
6423,0.022
6423,0.022
6506,0.005
6531,0.003
6618,0.002
6657,0.007
6657,0.007
6660,0.004
6749,0.002
6786,0.002
7054,0.006
7113,0.015
7113,0.015
7130,0.003
7130,0.003
7158,0.003
7160,0.005
7160,0.005
7183,0.003
7211,0.004
7211,0.004
7224,0.004
7224,0.004
7224,0.004
7327,0.006
7327,0.006
7432,0.005
7432,0.005
7434,0.001
7485,0.003
7485,0.003
7485,0.003
7485,0.003
7562,0.002
7606,0.002
7691,0.004
7712,0.004
7713,0.005
7764,0.003
7767,0.015
7767,0.015
7782,0.005
7898,0.002
7898,0.002
7945,0.006
7989,0.004
7998,0.003
8146,0.003
8193,0.004
8198,0.001
8241,0.004
8252,0.007
8258,0.002
8270,0.001
8373,0.005
8429,0.002
8478,0.011
8478,0.011
