t_index,tf-idf
418,0.195
579,0.04
586,0.041
680,0.122
703,0.033
759,0.024
1401,0.042
1510,0.049
1574,0.055
1622,0.159
1848,0.065
1958,0.066
2172,0.076
2304,0.079
2440,0.059
2524,0.109
2560,0.077
2612,0.066
2615,0.019
2766,0.041
3253,0.04
3410,0.281
3567,0.065
3657,0.101
3868,0.037
3939,0.062
4028,0.105
4330,0.031
4405,0.038
4420,0.095
4740,0.086
4754,0.068
4815,0.122
4908,0.028
5079,0.055
5277,0.044
5766,0.021
5973,0.044
6030,0.039
6220,0.036
6246,0.159
6264,0.069
6627,0.074
6786,0.051
6939,0.047
6945,0.143
7224,0.026
7263,0.039
7420,0.061
7433,0.1
7457,0.033
7485,0.027
7554,0.118
8112,0.373
8349,0.078
8502,0.037
8930,0.14
9090,0.092
9091,0.136
9278,0.055
9522,0.048
9612,0.034
9751,0.121
9835,0.027
10048,0.051
10156,0.041
10164,0.066
10249,0.044
10348,0.101
10363,0.571
10534,0.077
10697,0.044
10727,0.091
10922,0.081
10970,0.018
11014,0.031
11213,0.115
11988,0.043
12002,0.049
12117,0.069
12188,0.015
